#  Table of coefficients for aggregates of mixcolumnded rimed generated with the aggregation code of Jussi Leinonen available at https://github.com/jleinonen/aggregation 
# created by Leonie von Terzi (email:lterzi@uni-koeln.de) on 2021-01-14 10:07:10 
# Particles generated with an inverse exponential PSD of monomers, size parameters varying from 50e-6 to 2.00e-3m, min_size:100e-6m,max_size=3000e-6m,grid_res:1e-5m,separation_size:1000e-6m 
# The following velocity fits were calculated with a power law fit from Boehm relation 
# am=0.050595124888061206,bm=1.8685447301886282,av=4.699520694845258,bv=0.13483801859524752,aa=0.06398263458414531,ba=1.734959771570723,monomer_alpha=0.3 
Diam_max,Dmax,area,mass,vel_Bohm,vel_KC,kappa,gamma,beta,zeta,alpha_eff
5.000000e-04,6.311881e-04,1.682000e-07,3.909354e-08,1.312463e+00,1.412230e+00,2.673367e-01,3.060223e+00,5.327709e-01,4.432428e-02,7.419373e-01
1.000000e-03,1.063954e-03,4.483000e-07,1.321195e-07,1.738849e+00,1.902459e+00,2.673367e-01,3.613945e+00,2.102704e+00,3.922639e-02,6.667315e-01
1.500000e-03,1.502624e-03,8.132500e-07,2.757740e-07,1.994460e+00,2.188580e+00,2.479899e-01,3.663121e+00,3.993555e+00,2.949244e-02,6.574043e-01
2.000000e-03,1.980650e-03,1.273100e-06,4.488743e-07,2.093985e+00,2.332063e+00,2.369347e-01,3.710038e+00,6.291627e+00,2.907925e-02,6.253373e-01
2.500000e-03,2.486482e-03,1.835750e-06,6.996715e-07,2.184079e+00,2.475230e+00,2.258794e-01,3.544357e+00,6.769695e+00,2.275924e-02,6.356779e-01
3.000000e-03,2.975891e-03,2.697600e-06,1.025923e-06,2.268766e+00,2.557808e+00,2.314070e-01,3.598664e+00,9.831294e+00,1.934612e-02,6.302066e-01
3.500000e-03,3.467390e-03,3.529300e-06,1.365783e-06,2.303529e+00,2.608999e+00,2.231156e-01,3.323976e+00,6.434627e+00,2.336712e-02,6.263347e-01
4.000000e-03,4.007018e-03,4.623000e-06,1.842329e-06,2.395526e+00,2.728949e+00,2.120603e-01,3.218242e+00,6.168766e+00,2.548053e-02,6.377195e-01
4.500000e-03,4.505721e-03,5.651900e-06,2.258252e-06,2.403750e+00,2.708552e+00,2.148241e-01,2.773920e+00,3.016399e+00,4.296272e-02,6.364190e-01
5.000000e-03,4.983618e-03,6.653550e-06,2.599648e-06,2.352171e+00,2.721891e+00,1.982412e-01,2.683055e+00,2.361312e+00,4.685142e-02,6.109609e-01
5.500000e-03,5.455316e-03,7.967100e-06,3.126074e-06,2.407302e+00,2.722234e+00,2.120603e-01,2.604395e+00,2.065443e+00,4.786971e-02,6.342246e-01
6.000000e-03,6.004467e-03,9.173700e-06,3.659775e-06,2.384844e+00,2.713774e+00,2.037688e-01,2.701952e+00,2.496839e+00,4.710507e-02,5.992194e-01
6.500000e-03,6.528971e-03,1.057160e-05,4.314492e-06,2.414415e+00,2.699923e+00,1.816583e-01,2.500423e+00,1.880009e+00,6.234075e-02,6.225579e-01
7.000000e-03,7.030935e-03,1.261450e-05,5.133638e-06,2.429652e+00,2.657395e+00,1.678392e-01,2.320125e+00,1.415183e+00,7.943066e-02,6.326196e-01
7.500000e-03,7.494673e-03,1.372860e-05,5.360917e-06,2.331159e+00,2.607450e+00,2.092965e-01,2.161561e+00,8.512660e-01,7.827214e-02,6.029944e-01
8.000000e-03,7.975996e-03,1.424955e-05,5.595082e-06,2.294723e+00,2.589166e+00,2.203518e-01,2.218444e+00,1.286108e+00,6.448399e-02,5.906707e-01
8.500000e-03,8.517854e-03,1.623520e-05,6.247040e-06,2.284535e+00,2.551859e+00,1.871859e-01,1.937110e+00,6.045406e-01,1.047135e-01,6.099364e-01
9.000000e-03,9.047000e-03,1.907570e-05,7.157732e-06,2.287077e+00,2.543322e+00,1.927136e-01,2.330184e+00,1.518913e+00,6.465545e-02,5.945659e-01
9.500000e-03,9.471359e-03,1.775470e-05,7.132556e-06,2.217299e+00,2.550980e+00,2.258794e-01,2.207303e+00,9.672726e-01,1.218828e-01,5.595802e-01
9.975000e-03,9.982840e-03,2.025120e-05,8.218736e-06,2.229761e+00,2.472749e+00,1.954774e-01,1.809047e+00,6.172205e-01,9.641747e-02,6.034485e-01
1.050000e-02,1.047464e-02,2.175260e-05,8.403234e-06,2.147087e+00,2.467491e+00,2.148241e-01,2.206255e+00,9.404220e-01,8.303253e-02,5.105551e-01
1.100000e-02,1.098257e-02,2.377365e-05,8.784572e-06,2.106703e+00,2.428193e+00,2.369347e-01,2.141713e+00,1.206896e+00,6.295963e-02,5.505113e-01
1.150000e-02,1.149336e-02,2.445310e-05,9.075414e-06,2.115239e+00,2.379520e+00,2.673367e-01,1.907157e+00,6.222074e-01,1.086090e-01,5.497852e-01
1.200000e-02,1.180636e-02,2.269130e-05,1.027976e-05,2.130556e+00,2.521268e+00,1.844221e-01,2.093285e+00,4.457969e-01,1.674365e-01,5.111065e-01
