#  Table of coefficients for aggregates of mixcolumnded rimed generated with the aggregation code of Jussi Leinonen available at https://github.com/jleinonen/aggregation 
# created by Leonie von Terzi (email:lterzi@uni-koeln.de) on 2021-01-14 09:51:12 
# Particles generated with an inverse exponential PSD of monomers, size parameters varying from 50e-6 to 2.00e-3m, min_size:100e-6m,max_size=3000e-6m,grid_res:1e-5m,separation_size:1000e-6m 
# The following velocity fits were calculated with a power law fit from Boehm relation 
# am=0.23129290111334205,bm=1.9895697534588614,av=9.109330234480383,bv=0.16997122172193505,aa=0.07925661794433586,ba=1.7416273202144177,monomer_alpha=0.3 
Diam_max,Dmax,area,mass,vel_Bohm,vel_KC,kappa,gamma,beta,zeta,alpha_eff
6.000000e-04,7.896814e-04,3.330000e-07,1.303960e-07,2.275377e+00,2.169329e+00,2.479899e-01,3.360562e+00,4.412451e-01,4.979085e-02,8.562990e-01
1.100000e-03,1.162727e-03,5.965000e-07,2.952135e-07,2.605041e+00,2.615179e+00,2.479899e-01,3.811393e+00,1.338104e+00,4.255507e-02,7.309060e-01
1.600000e-03,1.622797e-03,1.039100e-06,6.230676e-07,3.011316e+00,3.028015e+00,2.535176e-01,4.020085e+00,2.895154e+00,2.871881e-02,6.907263e-01
2.100000e-03,2.107265e-03,1.712250e-06,1.095921e-06,3.255165e+00,3.278511e+00,2.535176e-01,4.208706e+00,6.810293e+00,2.239862e-02,6.639387e-01
2.600000e-03,2.575815e-03,2.451700e-06,1.673992e-06,3.411442e+00,3.481629e+00,2.479899e-01,4.141381e+00,8.428646e+00,2.017622e-02,6.568955e-01
3.100000e-03,3.088495e-03,3.481000e-06,2.516419e-06,3.579381e+00,3.614471e+00,2.286432e-01,4.031162e+00,9.895788e+00,1.898690e-02,6.638671e-01
3.600000e-03,3.603520e-03,4.568900e-06,3.423837e-06,3.626878e+00,3.667515e+00,2.341709e-01,3.884400e+00,9.116820e+00,2.010027e-02,6.456149e-01
4.100000e-03,4.063226e-03,5.726900e-06,4.380663e-06,3.742567e+00,3.713022e+00,2.175879e-01,3.708704e+00,8.806885e+00,1.730722e-02,6.587372e-01
4.600000e-03,4.560840e-03,6.903800e-06,5.395274e-06,3.759156e+00,3.738222e+00,2.231156e-01,3.767744e+00,1.114818e+01,2.021907e-02,6.471666e-01
5.100000e-03,5.123607e-03,7.837500e-06,6.185696e-06,3.589898e+00,3.665973e+00,2.148241e-01,3.675324e+00,1.174191e+01,1.869065e-02,6.248725e-01
5.600000e-03,5.631807e-03,9.093800e-06,6.851530e-06,3.525797e+00,3.631269e+00,2.092965e-01,3.859212e+00,1.558873e+01,1.856583e-02,5.897061e-01
6.100000e-03,6.029614e-03,1.106285e-05,8.023258e-06,3.480094e+00,3.552507e+00,2.452261e-01,3.711269e+00,2.052200e+01,1.123447e-02,6.171477e-01
6.600000e-03,6.553899e-03,1.188565e-05,9.292792e-06,3.453234e+00,3.481000e+00,2.618090e-01,3.639568e+00,1.748745e+01,1.047913e-02,5.970780e-01
7.100000e-03,7.094015e-03,1.271650e-05,9.184099e-06,3.317663e+00,3.432137e+00,2.701005e-01,3.551472e+00,8.184882e+00,1.998406e-02,5.466953e-01
7.600000e-03,7.603872e-03,1.436790e-05,1.066897e-05,3.281547e+00,3.380526e+00,2.479899e-01,3.372392e+00,1.286167e+01,9.360579e-03,5.628336e-01
8.100000e-03,8.241529e-03,1.467690e-05,1.121369e-05,3.125821e+00,3.425051e+00,1.733668e-01,3.250829e+00,2.040613e+00,1.327453e-02,4.413653e-01
8.600000e-03,8.635658e-03,1.785260e-05,1.418837e-05,3.326635e+00,3.493615e+00,2.341709e-01,3.528397e+00,1.489845e+01,6.561534e-03,5.696498e-01
9.100000e-03,8.920634e-03,1.388800e-05,1.257717e-05,3.126501e+00,3.662097e+00,2.175879e-01,2.005323e+00,5.164840e-02,1.881502e-02,5.010855e-01
