# Table of coefficients for aggregates of column monomer crystals with normalized rime mass M = 0.0324 generated with the aggregation code of Jussi Leinonen available at https://github.com/jleinonen/aggregation 
# generated for Maherndl et al. (2023): "A riming-dependent parameterization of scattering by snowflakes using the self-similar Rayleigh–Gans approximation" 
# created by Nina Maherndl (email:nina.maherndl@uni-leipzig.de) on 2023-03-28 14:12:05 
# The following velocity fits were calculated with a power law fit from Heymsfield&Westbrook, 2010 (https://doi.org/10.1175/2010JAS3379.1) relation 
# am=0.638,bm=2.4,av=42.308940059150686,bv=0.5409212041786757,aa=0.0831,ba=1.83,,monomer_alpha=1.0
,Diam_max,Dmax,area,mass,vel_HW,vel_Bohm,kappa,gamma,beta,zeta,alpha_eff,number
1,3.000000e-04,3.722390e-04,5.280000e-08,4.724384e-09,5.435517e-01,6.349120e-01,1.125628e-01,3.614056e+00,2.766007e+00,9.283621e-02,7.524576e-01,8.200000e+01
2,5.000000e-04,5.203986e-04,9.200000e-08,9.903600e-09,6.933907e-01,8.130862e-01,1.706030e-01,3.624643e+00,3.669695e+00,7.093156e-02,6.574586e-01,9.750000e+02
3,7.000000e-04,7.287499e-04,1.528000e-07,1.924233e-08,8.394089e-01,9.898735e-01,2.065327e-01,3.654899e+00,4.816342e+00,5.223283e-02,5.989498e-01,3.900000e+03
4,9.000000e-04,9.074365e-04,2.372000e-07,3.381896e-08,9.767060e-01,1.142587e+00,2.148241e-01,3.743558e+00,7.871467e+00,3.552204e-02,6.114316e-01,9.688000e+03
5,1.100000e-03,1.110515e-03,3.284000e-07,5.098887e-08,1.077984e+00,1.263465e+00,2.258794e-01,3.684688e+00,8.823672e+00,3.130127e-02,5.985999e-01,1.360800e+04
6,1.300000e-03,1.284210e-03,4.116000e-07,6.757556e-08,1.140011e+00,1.354533e+00,2.314070e-01,3.542207e+00,5.944279e+00,3.531123e-02,5.578880e-01,1.409400e+04
7,1.500000e-03,1.475236e-03,5.090000e-07,9.001272e-08,1.220593e+00,1.462580e+00,2.424623e-01,3.463646e+00,4.215198e+00,3.508162e-02,5.296709e-01,6.422000e+03
8,1.700000e-03,1.670297e-03,5.976000e-07,1.112138e-07,1.258918e+00,1.527496e+00,2.120603e-01,3.618150e+00,7.546250e+00,3.155688e-02,5.325291e-01,1.760000e+03
9,1.900000e-03,1.828946e-03,7.184000e-07,1.428613e-07,1.344686e+00,1.625349e+00,2.535176e-01,3.260608e+00,2.943946e+00,5.376291e-02,5.179857e-01,1.850000e+02
10,2.100000e-03,2.138639e-03,1.163600e-06,2.581979e-07,1.559268e+00,1.760889e+00,1.540201e-01,3.379552e+00,8.071511e+00,2.099466e-02,6.379029e-01,5.900000e+01
11,2.300000e-03,2.268366e-03,1.294800e-06,3.050639e-07,1.636400e+00,1.868205e+00,1.761307e-01,3.174386e+00,5.026325e+00,3.852998e-02,6.018470e-01,1.060000e+02
12,2.500000e-03,2.507980e-03,1.648400e-06,4.017634e-07,1.719320e+00,1.912686e+00,1.567839e-01,3.047751e+00,4.210259e+00,4.473207e-02,6.448434e-01,1.350000e+02
13,2.700000e-03,2.733045e-03,1.781200e-06,4.650657e-07,1.769131e+00,1.990914e+00,2.507538e-01,3.073638e+00,3.762558e+00,3.823896e-02,6.045299e-01,1.670000e+02
14,2.900000e-03,2.868528e-03,2.106600e-06,5.611270e-07,1.836038e+00,2.016921e+00,1.927136e-01,2.944647e+00,3.510673e+00,4.069741e-02,6.132289e-01,1.060000e+02
15,3.100000e-03,3.120894e-03,2.304800e-06,6.413425e-07,1.874711e+00,2.098828e+00,1.650754e-01,2.842066e+00,3.461264e+00,3.076758e-02,6.271917e-01,1.210000e+02
16,3.300000e-03,3.299317e-03,2.650800e-06,7.853555e-07,1.958763e+00,2.173013e+00,2.396985e-01,3.015912e+00,4.056529e+00,2.956408e-02,5.783912e-01,1.910000e+02
17,3.500000e-03,3.507627e-03,3.229200e-06,9.459038e-07,2.022230e+00,2.200126e+00,2.065327e-01,2.644356e+00,1.760845e+00,5.352695e-02,6.434483e-01,1.700000e+02
18,3.700000e-03,3.718465e-03,3.116200e-06,9.857347e-07,2.052588e+00,2.309073e+00,2.175879e-01,2.848792e+00,2.585613e+00,5.790404e-02,5.601143e-01,1.980000e+02
19,3.900000e-03,3.881154e-03,3.580400e-06,1.161846e-06,2.118845e+00,2.339819e+00,2.314070e-01,3.106213e+00,3.838181e+00,2.943726e-02,5.609982e-01,1.630000e+02
20,4.100000e-03,4.115949e-03,4.061800e-06,1.314600e-06,2.135726e+00,2.363030e+00,2.590452e-01,2.646268e+00,1.718542e+00,4.684922e-02,5.998387e-01,1.020000e+02
21,4.300000e-03,4.284518e-03,4.406800e-06,1.497307e-06,2.220233e+00,2.420263e+00,1.899497e-01,2.936260e+00,3.562934e+00,5.327941e-02,5.825503e-01,1.550000e+02
22,4.500000e-03,4.521798e-03,4.865200e-06,1.654305e-06,2.257525e+00,2.477291e+00,1.733668e-01,2.965962e+00,2.823331e+00,5.495317e-02,5.268429e-01,9.300000e+01
23,4.700000e-03,4.700817e-03,5.015200e-06,1.860978e-06,2.388584e+00,2.600839e+00,2.010050e-01,2.916666e+00,1.973253e+00,5.626645e-02,5.299984e-01,9.800000e+01
24,4.900000e-03,4.851367e-03,5.645200e-06,2.131291e-06,2.361326e+00,2.543801e+00,1.374372e-01,2.552853e+00,1.790404e+00,7.334168e-02,6.108192e-01,9.900000e+01
25,5.100000e-03,5.031164e-03,5.428400e-06,2.174559e-06,2.393464e+00,2.624960e+00,2.618090e-01,3.456400e+00,8.229323e+00,2.700989e-02,5.088428e-01,6.700000e+01
26,5.300000e-03,5.319778e-03,6.737800e-06,2.691358e-06,2.491883e+00,2.656401e+00,2.341709e-01,2.755472e+00,2.516822e+00,1.166804e-02,5.790819e-01,7.200000e+01
27,5.500000e-03,5.493348e-03,6.413800e-06,2.726641e-06,2.482136e+00,2.712275e+00,2.479899e-01,2.715513e+00,1.674228e+00,3.999983e-02,5.262304e-01,5.000000e+01
28,5.700000e-03,5.695862e-03,8.115200e-06,3.326340e-06,2.599522e+00,2.711495e+00,1.733668e-01,2.795574e+00,3.342168e+00,2.343384e-02,6.020063e-01,9.700000e+01
30,6.100000e-03,6.082396e-03,8.422400e-06,3.807949e-06,2.625682e+00,2.723591e+00,2.314070e-01,2.821454e+00,2.014312e+00,3.256834e-02,5.055250e-01,9.500000e+01
31,6.300000e-03,6.229235e-03,1.060480e-05,4.395386e-06,2.700590e+00,2.738427e+00,1.319095e-01,2.332530e+00,7.078067e-01,1.761306e-01,5.526527e-01,5.500000e+01
32,6.500000e-03,6.450271e-03,1.113800e-05,5.001215e-06,2.802045e+00,2.760835e+00,1.816583e-01,2.512552e+00,1.467984e+00,1.195350e-01,6.418762e-01,6.900000e+01
34,6.900000e-03,6.864906e-03,1.332240e-05,6.161044e-06,2.902344e+00,2.737335e+00,1.097990e-01,2.125972e+00,8.234569e-01,3.627970e-02,7.154903e-01,6.000000e+01
35,7.100000e-03,7.108641e-03,1.408860e-05,6.602316e-06,2.910747e+00,2.763281e+00,2.535176e-01,1.681315e+00,1.713576e-01,1.170329e-01,7.225758e-01,6.400000e+01
36,7.300000e-03,7.315482e-03,1.381260e-05,6.826540e-06,2.941382e+00,2.805302e+00,2.645729e-01,2.319591e+00,6.972917e-01,7.599382e-02,6.367089e-01,7.400000e+01
37,7.500000e-03,7.498778e-03,1.338360e-05,7.008411e-06,2.990655e+00,2.882546e+00,1.125628e-01,2.936558e+00,6.586074e+00,7.354061e-02,6.458941e-01,7.100000e+01
38,7.700000e-03,7.726463e-03,1.246000e-05,6.964817e-06,2.964909e+00,2.920210e+00,2.396985e-01,2.708542e+00,1.401503e+00,2.523293e-02,5.115595e-01,4.600000e+01
48,9.700000e-03,9.714924e-03,2.083780e-05,1.333726e-05,3.326287e+00,3.024216e+00,2.175879e-01,2.741293e+00,2.343532e+00,2.113765e-02,5.466651e-01,7.400000e+01
