# Table of coefficients for aggregates of plate monomer crystals with normalized rime mass M = 0.8155 generated with the aggregation code of Jussi Leinonen available at https://github.com/jleinonen/aggregation 
# generated for Maherndl et al. (2023): "A riming-dependent parameterization of scattering by snowflakes using the self-similar Rayleigh–Gans approximation" 
# created by Nina Maherndl (email:nina.maherndl@uni-leipzig.de) on 2023-03-28 14:12:06 
# The following velocity fits were calculated with a power law fit from Heymsfield&Westbrook, 2010 (https://doi.org/10.1175/2010JAS3379.1) relation 
# am=209.0,bm=2.95,av=433.2790359640615,bv=0.7260432057436571,aa=0.512,ba=2.0,monomer_alpha=1.0
,Diam_max,Dmax,area,mass,vel_HW,vel_Bohm,kappa,gamma,beta,zeta,alpha_eff,number
1,3.000000e-04,3.669610e-04,7.200000e-08,1.506814e-08,1.114834e+00,1.121559e+00,1.070352e-01,3.740955e+00,3.805060e+00,1.770885e-02,8.534566e-01,2.730000e+02
2,5.000000e-04,4.726943e-04,1.160000e-07,2.960076e-08,1.422537e+00,1.415864e+00,1.457286e-01,3.494544e+00,1.971511e+00,4.135992e-02,8.644224e-01,1.069000e+03
3,7.000000e-04,6.938591e-04,2.508000e-07,9.123416e-08,2.018854e+00,1.925073e+00,1.706030e-01,2.798160e+00,4.601380e-01,1.698189e-01,8.769527e-01,1.556000e+03
4,9.000000e-04,9.137521e-04,4.372000e-07,2.190456e-07,2.657595e+00,2.475140e+00,1.623116e-01,2.631464e+00,2.650308e-01,1.671376e-01,8.664544e-01,2.645000e+03
5,1.100000e-03,1.109953e-03,6.488000e-07,3.979560e-07,3.139852e+00,2.883028e+00,1.761307e-01,2.726035e+00,2.647199e-01,1.641356e-01,8.633494e-01,3.937000e+03
6,1.300000e-03,1.307018e-03,8.968000e-07,6.421421e-07,3.545178e+00,3.231976e+00,1.761307e-01,2.985982e+00,4.181392e-01,1.175322e-01,8.569036e-01,6.249000e+03
7,1.500000e-03,1.500234e-03,1.185200e-06,9.603484e-07,3.915235e+00,3.533478e+00,1.816583e-01,3.189469e+00,6.883901e-01,8.632643e-02,8.575773e-01,6.917000e+03
8,1.700000e-03,1.694255e-03,1.512000e-06,1.357354e-06,4.225890e+00,3.790677e+00,1.982412e-01,3.491514e+00,1.187432e+00,5.292840e-02,8.513048e-01,6.086000e+03
9,1.900000e-03,1.877109e-03,1.844000e-06,1.777373e-06,4.440784e+00,3.971042e+00,2.120603e-01,3.550889e+00,1.047414e+00,5.290962e-02,8.410691e-01,2.931000e+03
10,2.100000e-03,2.082061e-03,2.242400e-06,2.273434e-06,4.638763e+00,4.126185e+00,2.175879e-01,3.729962e+00,1.591928e+00,4.554913e-02,8.220879e-01,1.211000e+03
11,2.300000e-03,2.250318e-03,2.688400e-06,2.895196e-06,4.897960e+00,4.304142e+00,2.065327e-01,3.940048e+00,2.210543e+00,3.804741e-02,8.189408e-01,3.110000e+02
12,2.500000e-03,2.472251e-03,3.306400e-06,3.835485e-06,5.150344e+00,4.485336e+00,2.010050e-01,3.797245e+00,2.069663e+00,1.989288e-02,8.475738e-01,8.800000e+01
