# Table of coefficients for aggregates of column monomer crystals with normalized rime mass M = 0.5145 generated with the aggregation code of Jussi Leinonen available at https://github.com/jleinonen/aggregation 
# generated for Maherndl et al. (2023): "A riming-dependent parameterization of scattering by snowflakes using the self-similar Rayleigh–Gans approximation" 
# created by Nina Maherndl (email:nina.maherndl@uni-leipzig.de) on 2023-03-28 14:12:05 
# The following velocity fits were calculated with a power law fit from Heymsfield&Westbrook, 2010 (https://doi.org/10.1175/2010JAS3379.1) relation 
# am=128.0,bm=2.93,av=328.1974165443805,bv=0.710248818394827,aa=0.427,ba=1.99,monomer_alpha=1.0
,Diam_max,Dmax,area,mass,vel_HW,vel_Bohm,kappa,gamma,beta,zeta,alpha_eff,number
1,3.000000e-04,3.948058e-04,7.760000e-08,1.407045e-08,1.030461e+00,1.052224e+00,-6.432161e-02,3.465416e+00,1.593720e+00,4.751520e-02,8.599969e-01,8.700000e+01
2,5.000000e-04,5.498711e-04,1.424000e-07,3.441684e-08,1.385150e+00,1.394390e+00,1.788945e-01,3.267720e+00,1.209238e+00,1.034703e-01,8.233357e-01,3.700000e+03
3,7.000000e-04,7.044406e-04,2.280000e-07,6.867230e-08,1.732901e+00,1.716373e+00,1.982412e-01,3.072402e+00,8.244214e-01,1.163117e-01,8.233159e-01,7.755000e+03
4,9.000000e-04,8.824510e-04,3.688000e-07,1.416655e-07,2.152723e+00,2.080639e+00,1.650754e-01,2.914129e+00,6.188023e-01,1.826781e-01,8.011079e-01,3.655000e+03
5,1.100000e-03,1.100807e-03,5.664000e-07,2.670157e-07,2.581410e+00,2.466553e+00,2.065327e-01,3.042929e+00,6.693151e-01,1.307347e-01,7.922685e-01,2.695000e+03
6,1.300000e-03,1.311765e-03,7.980000e-07,4.474593e-07,2.967345e+00,2.806266e+00,2.065327e-01,3.223728e+00,9.769660e-01,1.021222e-01,7.943497e-01,3.961000e+03
7,1.500000e-03,1.498021e-03,1.047600e-06,6.802893e-07,3.324226e+00,3.108179e+00,2.258794e-01,3.330549e+00,1.050572e+00,8.727836e-02,7.959267e-01,4.504000e+03
8,1.700000e-03,1.701165e-03,1.336800e-06,9.800529e-07,3.631206e+00,3.377059e+00,2.341709e-01,3.434776e+00,1.018127e+00,6.256353e-02,7.770714e-01,4.193000e+03
9,1.900000e-03,1.887779e-03,1.676200e-06,1.384476e-06,3.968560e+00,3.657312e+00,2.369347e-01,3.588812e+00,1.202770e+00,5.238210e-02,7.663189e-01,3.790000e+03
10,2.100000e-03,2.091767e-03,2.064000e-06,1.864466e-06,4.264937e+00,3.887949e+00,2.286432e-01,3.896990e+00,2.333100e+00,3.917639e-02,7.714650e-01,1.987000e+03
11,2.300000e-03,2.287703e-03,2.480000e-06,2.339869e-06,4.383918e+00,4.005692e+00,2.286432e-01,4.017280e+00,3.485230e+00,2.947644e-02,7.815236e-01,1.731000e+03
12,2.500000e-03,2.486174e-03,2.928400e-06,3.015661e-06,4.679303e+00,4.227176e+00,2.258794e-01,4.026910e+00,3.727896e+00,2.106209e-02,7.822750e-01,1.159000e+03
13,2.700000e-03,2.716756e-03,3.428400e-06,3.561364e-06,4.719576e+00,4.273375e+00,2.203518e-01,4.112350e+00,4.807457e+00,1.320828e-02,7.680604e-01,7.840000e+02
14,2.900000e-03,2.902646e-03,3.976800e-06,4.352779e-06,4.916391e+00,4.382783e+00,2.148241e-01,4.032342e+00,4.526382e+00,1.721717e-02,7.896407e-01,9.250000e+02
15,3.100000e-03,3.109519e-03,4.525200e-06,5.153921e-06,5.044117e+00,4.474880e+00,2.037688e-01,3.723717e+00,2.494247e+00,3.133401e-02,7.926509e-01,7.280000e+02
16,3.300000e-03,3.296740e-03,5.111200e-06,6.040015e-06,5.183721e+00,4.529576e+00,2.314070e-01,3.986667e+00,4.714210e+00,2.119348e-02,7.921286e-01,7.610000e+02
17,3.500000e-03,3.442920e-03,5.689600e-06,7.068819e-06,5.364937e+00,4.591462e+00,2.175879e-01,4.201821e+00,8.054642e+00,2.240956e-02,7.751664e-01,2.880000e+02
18,3.700000e-03,3.643010e-03,6.657800e-06,8.377217e-06,5.493390e+00,4.581501e+00,1.374372e-01,3.550267e+00,2.905615e+00,2.620975e-02,8.283209e-01,7.200000e+01
19,3.900000e-03,3.906009e-03,7.558200e-06,9.801655e-06,5.631843e+00,4.670762e+00,1.899497e-01,3.589749e+00,2.848750e+00,2.730091e-02,7.958630e-01,2.920000e+02
20,4.100000e-03,4.110090e-03,8.186200e-06,1.101905e-05,5.728046e+00,4.671676e+00,1.844221e-01,4.012838e+00,6.582621e+00,1.684760e-02,7.817701e-01,6.400000e+01
21,4.300000e-03,4.223192e-03,9.008800e-06,1.207536e-05,5.785817e+00,4.664393e+00,1.512563e-01,4.027602e+00,1.022870e+01,1.862267e-02,8.467617e-01,4.500000e+01
