# Table of coefficients for aggregates of needle monomer crystals with normalized rime mass M = 0.0816 generated with the aggregation code of Jussi Leinonen available at https://github.com/jleinonen/aggregation 
# generated for Maherndl et al. (2023): "A riming-dependent parameterization of scattering by snowflakes using the self-similar Rayleigh–Gans approximation" 
# created by Nina Maherndl (email:nina.maherndl@uni-leipzig.de) on 2023-03-28 14:12:06 
# The following velocity fits were calculated with a power law fit from Heymsfield&Westbrook, 2010 (https://doi.org/10.1175/2010JAS3379.1) relation 
# am=7.77,bm=2.74,av=118.4639670105472,bv=0.680658380909993,aa=0.19,ba=1.94,monomer_alpha=1.0
,Diam_max,Dmax,area,mass,vel_HW,vel_Bohm,kappa,gamma,beta,zeta,alpha_eff,number
1,3.000000e-04,3.705155e-04,4.580000e-08,3.726688e-09,4.725413e-01,5.750174e-01,1.927136e-01,3.901485e+00,9.296251e+00,4.432537e-02,7.024221e-01,2.460000e+02
2,5.000000e-04,5.365008e-04,8.760000e-08,8.803200e-09,6.381295e-01,7.734780e-01,2.203518e-01,3.502404e+00,3.938538e+00,5.569353e-02,6.498815e-01,3.637000e+03
3,7.000000e-04,7.098923e-04,1.524000e-07,1.839869e-08,8.196625e-01,9.662519e-01,2.396985e-01,3.469078e+00,5.297105e+00,4.417614e-02,6.508771e-01,7.540000e+03
4,9.000000e-04,8.786569e-04,2.296000e-07,3.205832e-08,9.676266e-01,1.126836e+00,2.535176e-01,3.371227e+00,4.576336e+00,4.544797e-02,6.312273e-01,6.189000e+03
5,1.100000e-03,1.103910e-03,3.256000e-07,5.461285e-08,1.134632e+00,1.326605e+00,2.507538e-01,3.286887e+00,3.619090e+00,4.777679e-02,5.807045e-01,3.910000e+03
6,1.300000e-03,1.267041e-03,4.164000e-07,8.090874e-08,1.278766e+00,1.487197e+00,2.728643e-01,3.184885e+00,2.905666e+00,4.216655e-02,5.734610e-01,2.392000e+03
7,1.500000e-03,1.468841e-03,5.540000e-07,1.222691e-07,1.425375e+00,1.653378e+00,2.369347e-01,3.248968e+00,3.285778e+00,4.123299e-02,5.729490e-01,9.860000e+02
8,1.700000e-03,1.681635e-03,6.978000e-07,1.764308e-07,1.582642e+00,1.818947e+00,2.977387e-01,3.420408e+00,5.010265e+00,3.336078e-02,5.238961e-01,9.640000e+02
9,1.900000e-03,1.859110e-03,9.392000e-07,2.499522e-07,1.709539e+00,1.900664e+00,2.424623e-01,3.440952e+00,6.163522e+00,2.953890e-02,5.936522e-01,3.540000e+02
10,2.100000e-03,2.105258e-03,1.178800e-06,3.424078e-07,1.845872e+00,2.031344e+00,1.954774e-01,3.400973e+00,5.632836e+00,3.515877e-02,5.925960e-01,3.710000e+02
11,2.300000e-03,2.278827e-03,1.476800e-06,4.452292e-07,1.965111e+00,2.110289e+00,1.844221e-01,3.279239e+00,5.309791e+00,4.278489e-02,6.386768e-01,4.020000e+02
12,2.500000e-03,2.495554e-03,1.798800e-06,5.686427e-07,2.066820e+00,2.232913e+00,2.175879e-01,3.486381e+00,9.896289e+00,3.033510e-02,6.469484e-01,2.490000e+02
13,2.700000e-03,2.688207e-03,2.040200e-06,7.047108e-07,2.162783e+00,2.321460e+00,2.369347e-01,3.307862e+00,5.260410e+00,3.794907e-02,6.095951e-01,5.020000e+02
14,2.900000e-03,2.904207e-03,2.354400e-06,8.662459e-07,2.271980e+00,2.422974e+00,1.982412e-01,3.172399e+00,3.882711e+00,4.817796e-02,6.275411e-01,4.000000e+02
15,3.100000e-03,3.094693e-03,2.782800e-06,1.051645e-06,2.380596e+00,2.524141e+00,1.761307e-01,3.125209e+00,3.262030e+00,5.176082e-02,6.139886e-01,3.490000e+02
16,3.300000e-03,3.299299e-03,3.140000e-06,1.264165e-06,2.464561e+00,2.593169e+00,2.314070e-01,3.311651e+00,4.451864e+00,2.580488e-02,5.875637e-01,3.460000e+02
17,3.500000e-03,3.514073e-03,3.713600e-06,1.519601e-06,2.561185e+00,2.647929e+00,1.761307e-01,2.963426e+00,2.598901e+00,3.328674e-02,6.631916e-01,3.030000e+02
18,3.700000e-03,3.691502e-03,3.828600e-06,1.739340e-06,2.674463e+00,2.804940e+00,2.286432e-01,3.216799e+00,3.614491e+00,3.568481e-02,5.577401e-01,3.140000e+02
19,3.900000e-03,3.901787e-03,4.661400e-06,2.030711e-06,2.722170e+00,2.788243e+00,2.065327e-01,2.988930e+00,2.687183e+00,2.712037e-02,6.432625e-01,2.360000e+02
20,4.100000e-03,4.067220e-03,4.561000e-06,2.241570e-06,2.823864e+00,2.971351e+00,2.424623e-01,3.388169e+00,5.308431e+00,1.918594e-02,5.743422e-01,2.580000e+02
21,4.300000e-03,4.278989e-03,4.727600e-06,2.624340e-06,2.959737e+00,3.090172e+00,2.396985e-01,3.482753e+00,5.071173e+00,2.267073e-02,5.131160e-01,3.000000e+02
22,4.500000e-03,4.475796e-03,5.301600e-06,3.015433e-06,3.007065e+00,3.079556e+00,1.512563e-01,3.211260e+00,4.727553e+00,7.000745e-02,6.028607e-01,1.810000e+02
23,4.700000e-03,4.728631e-03,5.608800e-06,3.338826e-06,3.115984e+00,3.224740e+00,1.512563e-01,3.639520e+00,6.369363e+00,7.580248e-02,5.116012e-01,1.170000e+02
24,4.900000e-03,4.857384e-03,5.559000e-06,3.788530e-06,3.295833e+00,3.398579e+00,3.447236e-01,3.572737e+00,2.420354e+00,1.616786e-02,4.520843e-01,6.200000e+01
25,5.100000e-03,5.078319e-03,6.515600e-06,4.069910e-06,3.207812e+00,3.245168e+00,2.341709e-01,3.315842e+00,4.830101e+00,2.994153e-02,5.855459e-01,1.230000e+02
26,5.300000e-03,5.309255e-03,8.224400e-06,4.983356e-06,3.313020e+00,3.207525e+00,2.479899e-01,3.217582e+00,2.935773e+00,1.329433e-02,5.679743e-01,1.520000e+02
27,5.500000e-03,5.501056e-03,8.862800e-06,5.261944e-06,3.291661e+00,3.164835e+00,2.175879e-01,3.227563e+00,2.793055e+00,5.022210e-02,5.757772e-01,1.030000e+02
28,5.700000e-03,5.701896e-03,9.308600e-06,6.114336e-06,3.479955e+00,3.319358e+00,2.701005e-01,2.768996e+00,1.027725e+00,2.745576e-02,5.676400e-01,1.280000e+02
29,5.900000e-03,5.913310e-03,1.045240e-05,7.026303e-06,3.512602e+00,3.256477e+00,2.286432e-01,2.800612e+00,1.442912e+00,2.845475e-02,5.970166e-01,1.030000e+02
31,6.300000e-03,6.348685e-03,1.252080e-05,8.097946e-06,3.596656e+00,3.273037e+00,2.396985e-01,2.222201e+00,5.792946e-01,3.204854e-02,6.646581e-01,1.070000e+02
32,6.500000e-03,6.516425e-03,1.263880e-05,8.921398e-06,3.681693e+00,3.307636e+00,1.927136e-01,2.717465e+00,9.146796e-01,4.126922e-02,5.928484e-01,1.230000e+02
33,6.700000e-03,6.666555e-03,1.330180e-05,9.983218e-06,3.790480e+00,3.375215e+00,1.927136e-01,3.217063e+00,3.571062e+00,4.673694e-02,5.628901e-01,1.880000e+02
34,6.900000e-03,6.915681e-03,1.315620e-05,1.026509e-05,3.815488e+00,3.425910e+00,1.623116e-01,3.014573e+00,3.079168e+00,3.742111e-02,5.822924e-01,1.940000e+02
35,7.100000e-03,7.074823e-03,1.387800e-05,1.181349e-05,4.020559e+00,3.567057e+00,1.761307e-01,3.290429e+00,3.426588e+00,2.305743e-02,5.218302e-01,1.830000e+02
36,7.300000e-03,7.344869e-03,1.565120e-05,1.222467e-05,3.885816e+00,3.400979e+00,1.788945e-01,3.118750e+00,4.987626e+00,3.092925e-02,6.314644e-01,2.050000e+02
37,7.500000e-03,7.431447e-03,1.611300e-05,1.458869e-05,4.219026e+00,3.606157e+00,2.341709e-01,3.406704e+00,8.769112e+00,1.942028e-02,6.458764e-01,1.340000e+02
39,7.900000e-03,7.882444e-03,1.674320e-05,1.616113e-05,4.289433e+00,3.707627e+00,3.032663e-01,3.663309e+00,5.157066e+00,3.360896e-03,6.222230e-01,3.700000e+01
40,8.100000e-03,8.088293e-03,1.732520e-05,1.599996e-05,4.183405e+00,3.591158e+00,1.236181e-01,3.246167e+00,4.125728e+00,4.366953e-02,5.852954e-01,1.130000e+02
41,8.300000e-03,8.297117e-03,1.842000e-05,1.942318e-05,4.520387e+00,3.814408e+00,1.899497e-01,4.081380e+00,1.628382e+01,6.864381e-03,5.148926e-01,5.900000e+01
42,8.500000e-03,8.498831e-03,1.826080e-05,1.898482e-05,4.416478e+00,3.808477e+00,1.871859e-01,3.443991e+00,3.247253e+00,5.130099e-03,5.059614e-01,7.800000e+01
