#  Table of coefficients for aggregates of mixcolumnded rimed generated with the aggregation code of Jussi Leinonen available at https://github.com/jleinonen/aggregation 
# created by Leonie von Terzi (email:lterzi@uni-koeln.de) on 2021-01-14 09:50:57 
# Particles generated with an inverse exponential PSD of monomers, size parameters varying from 50e-6 to 2.00e-3m, min_size:100e-6m,max_size=3000e-6m,grid_res:1e-5m,separation_size:1000e-6m 
# The following velocity fits were calculated with a power law fit from Boehm relation 
# am=0.19224482630307907,bm=1.9753371230897923,av=8.43663544371533,bv=0.16646775299491665,aa=0.0776258476458176,ba=1.7417389178169678,monomer_alpha=0.3 
Diam_max,Dmax,area,mass,vel_Bohm,vel_KC,kappa,gamma,beta,zeta,alpha_eff
6.000000e-04,7.726010e-04,2.910000e-07,1.036669e-07,2.066243e+00,2.022748e+00,2.507538e-01,2.955375e+00,2.126364e-01,7.535620e-02,7.933345e-01
1.100000e-03,1.139624e-03,5.626500e-07,2.758538e-07,2.506596e+00,2.544159e+00,2.645729e-01,3.720381e+00,1.170434e+00,4.051268e-02,7.237213e-01
1.600000e-03,1.629344e-03,1.041400e-06,5.800571e-07,2.873280e+00,2.928256e+00,2.645729e-01,3.986002e+00,2.839633e+00,2.860292e-02,6.731475e-01
2.100000e-03,2.109349e-03,1.639100e-06,1.001332e-06,3.096900e+00,3.159403e+00,2.479899e-01,4.126723e+00,6.054274e+00,2.447709e-02,6.463634e-01
2.600000e-03,2.558532e-03,2.363400e-06,1.538837e-06,3.252242e+00,3.332383e+00,2.452261e-01,4.089734e+00,9.206473e+00,1.929183e-02,6.582400e-01
3.100000e-03,3.080991e-03,3.453100e-06,2.266241e-06,3.405013e+00,3.463845e+00,2.369347e-01,3.871502e+00,7.665338e+00,2.122834e-02,6.547185e-01
3.600000e-03,3.587753e-03,4.485950e-06,3.124914e-06,3.512555e+00,3.562319e+00,2.231156e-01,3.728206e+00,8.341561e+00,2.193096e-02,6.618305e-01
4.100000e-03,4.103029e-03,5.792800e-06,4.080767e-06,3.560722e+00,3.566838e+00,2.120603e-01,3.770651e+00,1.158630e+01,1.986675e-02,6.483041e-01
4.600000e-03,4.587018e-03,6.886200e-06,4.860889e-06,3.531370e+00,3.593185e+00,2.065327e-01,3.504796e+00,8.909282e+00,2.000587e-02,6.492707e-01
5.100000e-03,5.041691e-03,7.946200e-06,5.528674e-06,3.428291e+00,3.518416e+00,2.369347e-01,3.560632e+00,8.361125e+00,2.178636e-02,6.087912e-01
5.600000e-03,5.490785e-03,8.758250e-06,6.076526e-06,3.349180e+00,3.481364e+00,2.341709e-01,3.538523e+00,7.501357e+00,2.099133e-02,5.799940e-01
6.100000e-03,6.104357e-03,1.022950e-05,7.091022e-06,3.351121e+00,3.481213e+00,2.507538e-01,3.410206e+00,7.641466e+00,1.951772e-02,5.839163e-01
6.600000e-03,6.550804e-03,1.111685e-05,8.067070e-06,3.333553e+00,3.425506e+00,2.065327e-01,2.730765e+00,2.131359e+00,4.759131e-02,5.945599e-01
7.100000e-03,7.107424e-03,1.322910e-05,9.633414e-06,3.325884e+00,3.397207e+00,1.954774e-01,3.111801e+00,7.280287e+00,2.096187e-02,6.437554e-01
7.600000e-03,7.698359e-03,1.384340e-05,9.919085e-06,3.242756e+00,3.379670e+00,2.424623e-01,3.018092e+00,4.050652e+00,2.700791e-02,5.926621e-01
8.100000e-03,8.135401e-03,1.676200e-05,1.170729e-05,3.178273e+00,3.250029e+00,2.396985e-01,2.740566e+00,3.928853e+00,3.404539e-02,6.304406e-01
8.600000e-03,8.437319e-03,2.108890e-05,1.590214e-05,3.352349e+00,3.358519e+00,2.341709e-01,3.058884e+00,2.678972e+00,4.435789e-02,6.231778e-01
9.100000e-03,9.143126e-03,1.732900e-05,1.216838e-05,2.938058e+00,3.191132e+00,2.645729e-01,3.007252e+00,5.539681e+00,3.003403e-02,4.799868e-01
