# Table of coefficients for aggregates of plate monomer crystals with normalized rime mass M = 0.0816 generated with the aggregation code of Jussi Leinonen available at https://github.com/jleinonen/aggregation 
# generated for Maherndl et al. (2023): "A riming-dependent parameterization of scattering by snowflakes using the self-similar Rayleigh–Gans approximation" 
# created by Nina Maherndl (email:nina.maherndl@uni-leipzig.de) on 2023-03-28 14:12:06 
# The following velocity fits were calculated with a power law fit from Heymsfield&Westbrook, 2010 (https://doi.org/10.1175/2010JAS3379.1) relation 
# am=9.97,bm=2.79,av=125.86810628082463,bv=0.6991685964532974,aa=0.159,ba=1.89,monomer_alpha=1.0
,Diam_max,Dmax,area,mass,vel_HW,vel_Bohm,kappa,gamma,beta,zeta,alpha_eff,number
1,3.000000e-04,3.750332e-04,5.360000e-08,3.433248e-09,4.194574e-01,4.891709e-01,1.153266e-01,3.622072e+00,4.695575e+00,4.808795e-02,7.400991e-01,3.170000e+02
2,5.000000e-04,5.349378e-04,1.040000e-07,8.230992e-09,5.684399e-01,6.482545e-01,1.512563e-01,3.203393e+00,3.054590e+00,5.378862e-02,6.967029e-01,3.355000e+03
3,7.000000e-04,7.165335e-04,1.808000e-07,1.776779e-08,7.456302e-01,8.414601e-01,1.899497e-01,3.133763e+00,3.850975e+00,5.022804e-02,6.749621e-01,9.174000e+03
4,9.000000e-04,9.054232e-04,2.860000e-07,3.254983e-08,9.006115e-01,9.912058e-01,1.816583e-01,3.028763e+00,2.827024e+00,5.711880e-02,6.704696e-01,1.620100e+04
5,1.100000e-03,1.078587e-03,4.048000e-07,5.123462e-08,1.026091e+00,1.127884e+00,2.010050e-01,2.966806e+00,2.660134e+00,5.731219e-02,6.503114e-01,1.050900e+04
6,1.300000e-03,1.289911e-03,5.098000e-07,8.272807e-08,1.219817e+00,1.356311e+00,2.231156e-01,2.946848e+00,2.171633e+00,6.206353e-02,5.998056e-01,5.398000e+03
7,1.500000e-03,1.477311e-03,6.292000e-07,1.174347e-07,1.345781e+00,1.504173e+00,2.452261e-01,2.826674e+00,1.485916e+00,6.622833e-02,5.733460e-01,3.215000e+03
8,1.700000e-03,1.668368e-03,7.504000e-07,1.636588e-07,1.488014e+00,1.677184e+00,2.728643e-01,3.248175e+00,3.423997e+00,3.159796e-02,5.322538e-01,1.473000e+03
9,1.900000e-03,1.876956e-03,9.432000e-07,2.307392e-07,1.628978e+00,1.826390e+00,2.507538e-01,3.132766e+00,1.868817e+00,5.690378e-02,5.194715e-01,8.630000e+02
10,2.100000e-03,2.038448e-03,1.252400e-06,3.168198e-07,1.780979e+00,1.908794e+00,2.148241e-01,2.826632e+00,1.981439e+00,3.632152e-02,5.943280e-01,2.620000e+02
11,2.300000e-03,2.317327e-03,1.748000e-06,4.528073e-07,1.886412e+00,1.970601e+00,2.231156e-01,3.029544e+00,5.196944e+00,3.302533e-02,6.614973e-01,1.630000e+02
12,2.500000e-03,2.523998e-03,2.027200e-06,5.696514e-07,1.988955e+00,2.062606e+00,1.788945e-01,2.997337e+00,3.291337e+00,4.625341e-02,6.623321e-01,2.980000e+02
13,2.700000e-03,2.702221e-03,2.297000e-06,7.084228e-07,2.110604e+00,2.195124e+00,1.844221e-01,2.988303e+00,2.789018e+00,3.953088e-02,6.754061e-01,3.740000e+02
14,2.900000e-03,2.901467e-03,2.551000e-06,8.543689e-07,2.205195e+00,2.284448e+00,1.844221e-01,2.866829e+00,1.695943e+00,5.615261e-02,6.303219e-01,3.560000e+02
15,3.100000e-03,3.076495e-03,2.927600e-06,1.030114e-06,2.297137e+00,2.387977e+00,1.844221e-01,3.122817e+00,2.918079e+00,3.474359e-02,6.438501e-01,2.280000e+02
16,3.300000e-03,3.298285e-03,3.634800e-06,1.253891e-06,2.378839e+00,2.425590e+00,1.899497e-01,2.889831e+00,2.665997e+00,4.240235e-02,6.771675e-01,3.730000e+02
17,3.500000e-03,3.467472e-03,3.858200e-06,1.466503e-06,2.492431e+00,2.562292e+00,1.816583e-01,2.906782e+00,1.970411e+00,3.125015e-02,6.225873e-01,3.300000e+02
18,3.700000e-03,3.683020e-03,4.424600e-06,1.746137e-06,2.569265e+00,2.602049e+00,1.650754e-01,3.129240e+00,4.286238e+00,3.564509e-02,6.660373e-01,2.640000e+02
19,3.900000e-03,3.919111e-03,4.793200e-06,2.007181e-06,2.649277e+00,2.692461e+00,1.816583e-01,2.947928e+00,2.760681e+00,4.652273e-02,6.475835e-01,3.350000e+02
20,4.100000e-03,4.044748e-03,4.920400e-06,2.262129e-06,2.765137e+00,2.832960e+00,2.314070e-01,3.251904e+00,4.184350e+00,2.955909e-02,6.046049e-01,2.670000e+02
21,4.300000e-03,4.267499e-03,5.207600e-06,2.563785e-06,2.846938e+00,2.947046e+00,2.562814e-01,3.029327e+00,1.810915e+00,4.623735e-02,5.412543e-01,3.610000e+02
22,4.500000e-03,4.467562e-03,5.661600e-06,2.978357e-06,2.999351e+00,3.055041e+00,2.673367e-01,3.075348e+00,1.762060e+00,3.680681e-02,5.242310e-01,2.310000e+02
23,4.700000e-03,4.728461e-03,5.973200e-06,3.402283e-06,3.066445e+00,3.148643e+00,2.452261e-01,3.304186e+00,4.560704e+00,3.171064e-02,5.372049e-01,2.050000e+02
24,4.900000e-03,4.850938e-03,6.809200e-06,3.897863e-06,3.213441e+00,3.137487e+00,2.590452e-01,3.647570e+00,1.260058e+01,1.891782e-02,5.567773e-01,1.120000e+02
25,5.100000e-03,5.111844e-03,7.231000e-06,4.276752e-06,3.179936e+00,3.130759e+00,2.479899e-01,2.868088e+00,1.391445e+00,1.566273e-01,5.460955e-01,1.320000e+02
26,5.300000e-03,5.296838e-03,7.547600e-06,5.070342e-06,3.392585e+00,3.309275e+00,2.507538e-01,2.820106e+00,1.788418e+00,5.920328e-02,5.825722e-01,1.210000e+02
27,5.500000e-03,5.543556e-03,9.577600e-06,5.515095e-06,3.295952e+00,3.097308e+00,1.291457e-01,3.529753e+00,6.790253e+00,2.211762e-02,5.456829e-01,6.300000e+01
28,5.700000e-03,5.748219e-03,1.038560e-05,6.142125e-06,3.347699e+00,3.134934e+00,1.015075e-01,2.887808e+00,2.531312e+00,6.082886e-02,6.959843e-01,1.070000e+02
29,5.900000e-03,5.897626e-03,1.078760e-05,6.886989e-06,3.490653e+00,3.244861e+00,1.733668e-01,2.889685e+00,2.031288e+00,5.157652e-02,5.870301e-01,1.180000e+02
30,6.100000e-03,6.047583e-03,1.152800e-05,7.731198e-06,3.609635e+00,3.275928e+00,2.203518e-01,2.662399e+00,6.627931e-01,2.081005e-01,6.546138e-01,4.200000e+01
31,6.300000e-03,6.350946e-03,1.287600e-05,8.709739e-06,3.660826e+00,3.279266e+00,4.899497e-02,1.373719e+00,5.152224e-02,4.969459e-01,7.512727e-01,4.100000e+01
32,6.500000e-03,6.492700e-03,1.216640e-05,9.024410e-06,3.694118e+00,3.376169e+00,1.512563e-01,3.139197e+00,3.466311e+00,3.015978e-02,6.065947e-01,9.900000e+01
33,6.700000e-03,6.769120e-03,1.627720e-05,9.505820e-06,3.528469e+00,3.127499e+00,2.314070e-01,2.233604e+00,6.455220e-01,3.050631e-02,7.102358e-01,4.200000e+01
34,6.900000e-03,6.895195e-03,1.590740e-05,1.085461e-05,3.778703e+00,3.274158e+00,2.148241e-01,2.618833e+00,1.343605e+00,4.297115e-02,6.807725e-01,2.000000e+02
35,7.100000e-03,7.044319e-03,1.699660e-05,1.225026e-05,3.818732e+00,3.246853e+00,1.346734e-01,2.588722e+00,1.345351e+00,2.644469e-02,6.964963e-01,9.200000e+01
37,7.500000e-03,7.513138e-03,1.807080e-05,1.338982e-05,3.926342e+00,3.357210e+00,1.623116e-01,2.819875e+00,2.497873e+00,2.954952e-02,6.926320e-01,1.630000e+02
38,7.700000e-03,7.671341e-03,2.042840e-05,1.623515e-05,4.146529e+00,3.400937e+00,1.844221e-01,2.687683e+00,2.283768e+00,2.507906e-02,7.467822e-01,7.100000e+01
39,7.900000e-03,7.915441e-03,1.822320e-05,1.551093e-05,4.116657e+00,3.509600e+00,2.452261e-01,3.081625e+00,3.092328e+00,5.741058e-02,6.239567e-01,1.190000e+02
40,8.100000e-03,8.079480e-03,1.899080e-05,1.774983e-05,4.331191e+00,3.648307e+00,2.590452e-01,2.988830e+00,1.797340e+00,9.547663e-02,6.254858e-01,4.000000e+01
41,8.300000e-03,8.251174e-03,2.219520e-05,1.935411e-05,4.344903e+00,3.566279e+00,2.120603e-01,2.972995e+00,2.149897e+00,5.739955e-02,6.155772e-01,3.200000e+01
42,8.500000e-03,8.481748e-03,2.328600e-05,1.975594e-05,4.264718e+00,3.458708e+00,1.733668e-01,2.483271e+00,9.874834e-01,6.430573e-02,6.538123e-01,1.090000e+02
43,8.700000e-03,8.659562e-03,2.300600e-05,1.953338e-05,4.167315e+00,3.466992e+00,2.203518e-01,2.514925e+00,1.146545e+00,1.099344e-01,6.732064e-01,4.300000e+01
44,8.900000e-03,8.863843e-03,2.460400e-05,2.253963e-05,4.433462e+00,3.603027e+00,1.319095e-01,3.110760e+00,4.345060e+00,7.116986e-02,6.756148e-01,1.380000e+02
45,9.100000e-03,9.065530e-03,2.687760e-05,2.444178e-05,4.436273e+00,3.564972e+00,2.424623e-01,2.524646e+00,1.274448e+00,1.059431e-01,6.382882e-01,8.300000e+01
46,9.300000e-03,9.294179e-03,2.452020e-05,2.449010e-05,4.516446e+00,3.723442e+00,4.346734e-02,2.921998e+00,2.493475e+00,1.133139e-01,5.702368e-01,9.600000e+01
47,9.500000e-03,9.455742e-03,2.629360e-05,2.953375e-05,4.822216e+00,3.902457e+00,1.484925e-01,2.632130e+00,4.810670e-01,9.720244e-02,6.105678e-01,5.900000e+01
