# Table of coefficients for rimed dendritic aggregates from Leinonen and Szymer 2015 
# author: Leonie von Terzi, email:lterzi@uni-koeln.de
# Particles generated with monomers from an inverse exponential PSD, size parameter:650e-6, min_size:0.0001, max_size:0.003, grid_res:4e-5, riming_mode:subsequent
# am=0.07922657,bm=1.93586083,av=2.48001483,bv=0.02648104,aa=0.10150,ba=1.75746534,monomer_alpha=0.5
Diam_max,mass,area,vel_Bohm,vel_KC,beta,gamma,kappa,zeta,alpha_eff
2.000000e-03,2.078057e-07,9.636324e-07,1.556842e+00,1.524063e+00,6.329100e-01,-2.982320e+00,1.946960e-01,1.246520e-01,7.842930e-01
3.000000e-03,7.348141e-07,2.713504e-06,2.050737e+00,2.029953e+00,1.684960e+00,-3.340010e+00,1.951180e-01,7.822240e-02,7.653340e-01
4.000000e-03,1.503710e-06,5.228455e-06,2.223227e+00,2.173200e+00,5.274060e+00,-3.606680e+00,1.945700e-01,4.839580e-02,7.489780e-01
5.000000e-03,2.331203e-06,7.548356e-06,2.296980e+00,2.301231e+00,8.386010e+00,-3.648090e+00,1.910650e-01,2.860940e-02,7.093960e-01
6.000000e-03,3.663026e-06,1.133518e-05,2.382328e+00,2.369004e+00,6.993290e+00,-3.524170e+00,1.808760e-01,2.606820e-02,7.064180e-01
7.000000e-03,4.736701e-06,1.429347e-05,2.371193e+00,2.376231e+00,7.450260e+00,-3.493400e+00,1.900190e-01,2.794160e-02,7.013230e-01
8.000000e-03,6.296695e-06,1.853459e-05,2.380821e+00,2.367692e+00,6.374210e+00,-3.348630e+00,1.771890e-01,2.952150e-02,6.872660e-01
9.000000e-03,8.106741e-06,2.341955e-05,2.388828e+00,2.344441e+00,4.633000e+00,-3.169870e+00,1.758040e-01,3.049080e-02,6.648180e-01
1.000000e-02,9.906564e-06,2.832434e-05,2.367481e+00,2.313765e+00,2.147770e+00,-2.834610e+00,1.564340e-01,4.725170e-02,6.720260e-01
1.100000e-02,1.290578e-05,3.593369e-05,2.404031e+00,2.300858e+00,2.181080e+00,-2.800770e+00,1.454140e-01,5.494330e-02,7.106530e-01
1.200000e-02,1.555258e-05,4.299571e-05,2.385813e+00,2.277301e+00,2.696700e+00,-2.840530e+00,1.465260e-01,4.579600e-02,6.979880e-01
1.300000e-02,1.690632e-05,4.644867e-05,2.292628e+00,2.263781e+00,2.053510e+00,-2.716910e+00,1.622720e-01,5.416160e-02,6.622370e-01
1.400000e-02,1.922981e-05,5.340500e-05,2.250900e+00,2.234732e+00,1.739090e+00,-2.630480e+00,1.789620e-01,7.061170e-02,6.530820e-01
1.500000e-02,2.177799e-05,5.952332e-05,2.222832e+00,2.238239e+00,1.911040e+00,-2.675470e+00,1.735470e-01,7.101710e-02,6.538100e-01
1.600000e-02,2.580718e-05,6.896498e-05,2.228692e+00,2.258186e+00,1.228320e+00,-2.460990e+00,1.879470e-01,7.039690e-02,6.746480e-01
1.700000e-02,2.997300e-05,7.873296e-05,2.244245e+00,2.275287e+00,1.249240e+00,-2.447780e+00,1.662190e-01,7.950160e-02,6.720440e-01
1.800000e-02,3.292913e-05,8.661058e-05,2.212313e+00,2.272580e+00,1.223960e+00,-2.395650e+00,1.487840e-01,7.977900e-02,6.811920e-01
1.900000e-02,3.619534e-05,9.434395e-05,2.193692e+00,2.280273e+00,9.476370e-01,-2.292190e+00,1.479270e-01,9.324570e-02,6.878460e-01
2.000000e-02,4.033818e-05,1.041709e-04,2.189450e+00,2.293207e+00,1.456150e+00,-2.452980e+00,1.542270e-01,7.254000e-02,6.800620e-01
2.100000e-02,4.360253e-05,1.127810e-04,2.167525e+00,2.295476e+00,1.422260e+00,-2.440410e+00,1.534460e-01,8.128430e-02,6.743590e-01
2.200000e-02,4.868582e-05,1.261462e-04,2.184869e+00,2.293663e+00,1.280120e+00,-2.438290e+00,1.719790e-01,1.036860e-01,6.580430e-01
2.300000e-02,5.093750e-05,1.331452e-04,2.139256e+00,2.285567e+00,1.097900e+00,-2.382560e+00,1.711300e-01,1.255380e-01,6.258180e-01
