# Table of coefficients for aggregates of dendrite monomer crystals with normalized rime mass M = 0.2045 generated with the aggregation code of Jussi Leinonen available at https://github.com/jleinonen/aggregation 
# generated for Maherndl et al. (2023): "A riming-dependent parameterization of scattering by snowflakes using the self-similar Rayleigh–Gans approximation" 
# created by Nina Maherndl (email:nina.maherndl@uni-leipzig.de) on 2023-03-28 14:12:06 
# The following velocity fits were calculated with a power law fit from Heymsfield&Westbrook, 2010 (https://doi.org/10.1175/2010JAS3379.1) relation 
# am=59.4,bm=2.96,av=225.75323980716408,bv=0.7300717950115058,aa=0.298,ba=1.96,monomer_alpha=1.0
,Diam_max,Dmax,area,mass,vel_HW,vel_Bohm,kappa,gamma,beta,zeta,alpha_eff,number
2,5.000000e-04,5.363406e-04,1.196000e-07,1.301406e-08,7.567418e-01,8.251457e-01,2.148241e-01,2.738623e+00,8.404995e-01,9.843773e-02,8.095561e-01,5.150000e+02
3,7.000000e-04,7.165862e-04,2.036000e-07,3.021698e-08,1.016455e+00,1.081198e+00,1.899497e-01,2.775822e+00,9.376572e-01,1.142483e-01,7.402596e-01,1.166000e+03
4,9.000000e-04,8.886374e-04,3.088000e-07,5.558854e-08,1.268466e+00,1.329304e+00,2.010050e-01,2.813255e+00,9.628418e-01,1.173198e-01,7.184330e-01,1.390000e+03
5,1.100000e-03,1.120557e-03,4.748000e-07,1.054293e-07,1.524628e+00,1.569705e+00,2.231156e-01,2.977525e+00,1.513328e+00,9.435113e-02,7.005201e-01,2.222000e+03
6,1.300000e-03,1.272648e-03,6.246000e-07,1.653718e-07,1.764670e+00,1.803342e+00,2.811558e-01,2.902472e+00,8.413078e-01,9.319663e-02,6.795989e-01,2.042000e+03
7,1.500000e-03,1.523434e-03,8.714000e-07,2.612790e-07,1.980517e+00,2.013837e+00,2.231156e-01,3.121156e+00,1.323076e+00,6.477970e-02,6.561536e-01,1.418000e+03
8,1.700000e-03,1.683448e-03,1.056400e-06,3.719719e-07,2.203074e+00,2.222256e+00,2.507538e-01,3.342342e+00,2.698315e+00,5.358879e-02,6.606284e-01,1.090000e+03
9,1.900000e-03,1.878874e-03,1.321400e-06,5.197006e-07,2.402016e+00,2.415783e+00,2.314070e-01,3.593603e+00,4.039980e+00,2.741634e-02,6.556122e-01,6.700000e+02
10,2.100000e-03,2.110861e-03,1.627400e-06,7.168116e-07,2.604305e+00,2.595778e+00,2.507538e-01,3.647878e+00,4.374602e+00,3.564754e-02,6.488485e-01,6.660000e+02
11,2.300000e-03,2.285005e-03,1.990400e-06,9.314006e-07,2.768627e+00,2.717011e+00,2.286432e-01,3.402868e+00,3.314437e+00,4.459149e-02,6.891759e-01,7.900000e+02
12,2.500000e-03,2.496044e-03,2.364200e-06,1.218634e-06,2.976283e+00,2.901468e+00,2.175879e-01,3.750669e+00,7.153250e+00,2.761803e-02,6.810570e-01,8.740000e+02
13,2.700000e-03,2.704886e-03,2.706800e-06,1.490147e-06,3.095321e+00,3.052312e+00,2.120603e-01,3.844780e+00,7.053475e+00,2.018523e-02,6.687739e-01,6.530000e+02
14,2.900000e-03,2.887892e-03,3.183600e-06,1.881159e-06,3.282715e+00,3.168176e+00,2.203518e-01,4.073804e+00,1.161526e+01,1.800669e-02,6.533334e-01,7.000000e+02
15,3.100000e-03,3.118390e-03,3.613600e-06,2.322181e-06,3.430963e+00,3.314720e+00,1.816583e-01,3.816288e+00,8.373200e+00,2.531069e-02,6.768910e-01,5.050000e+02
16,3.300000e-03,3.301455e-03,4.096400e-06,2.701438e-06,3.523021e+00,3.377832e+00,2.175879e-01,4.090784e+00,1.609851e+01,1.705381e-02,6.746681e-01,7.630000e+02
17,3.500000e-03,3.467472e-03,4.497800e-06,3.393234e-06,3.793133e+00,3.609652e+00,1.788945e-01,3.684019e+00,5.443702e+00,3.482606e-02,6.594542e-01,6.200000e+02
18,3.700000e-03,3.717592e-03,4.954000e-06,3.733400e-06,3.807592e+00,3.648514e+00,2.037688e-01,3.584911e+00,5.666184e+00,1.794719e-02,6.777855e-01,3.760000e+02
19,3.900000e-03,3.888279e-03,5.454800e-06,4.507378e-06,4.005205e+00,3.760028e+00,2.010050e-01,3.788852e+00,5.867387e+00,2.142805e-02,6.356925e-01,7.550000e+02
20,4.100000e-03,4.066116e-03,6.295200e-06,5.471086e-06,4.202974e+00,3.842964e+00,1.871859e-01,3.956989e+00,9.445814e+00,1.387848e-02,6.795204e-01,4.870000e+02
21,4.300000e-03,4.309120e-03,6.834800e-06,5.945248e-06,4.211375e+00,3.859328e+00,2.065327e-01,3.938518e+00,1.037269e+01,1.667102e-02,6.586432e-01,5.190000e+02
22,4.500000e-03,4.512432e-03,7.306400e-06,6.968004e-06,4.383167e+00,3.964126e+00,2.120603e-01,3.900485e+00,1.040189e+01,2.031874e-02,6.665609e-01,5.530000e+02
