# Table of coefficients for aggregates of dendrite monomer crystals with normalized rime mass M = 0.5145 generated with the aggregation code of Jussi Leinonen available at https://github.com/jleinonen/aggregation 
# generated for Maherndl et al. (2023): "A riming-dependent parameterization of scattering by snowflakes using the self-similar Rayleigh–Gans approximation" 
# created by Nina Maherndl (email:nina.maherndl@uni-leipzig.de) on 2023-03-28 14:12:06 
# The following velocity fits were calculated with a power law fit from Heymsfield&Westbrook, 2010 (https://doi.org/10.1175/2010JAS3379.1) relation 
# am=173.0,bm=2.99,av=331.22593268609086,bv=0.7169919061172699,aa=0.417,ba=1.98,monomer_alpha=1.0
,Diam_max,Dmax,area,mass,vel_HW,vel_Bohm,kappa,gamma,beta,zeta,alpha_eff,number
1,3.000000e-04,3.520944e-04,5.600000e-08,7.787164e-09,7.783677e-01,8.367932e-01,-6.432161e-02,3.214062e+00,1.494073e+00,1.985474e-01,8.530140e-01,3.400000e+01
2,5.000000e-04,5.295740e-04,1.332000e-07,2.783278e-08,1.236600e+00,1.243698e+00,1.070352e-01,3.057408e+00,1.288631e+00,1.178221e-01,8.596573e-01,2.650000e+02
3,7.000000e-04,7.184327e-04,2.500000e-07,7.147832e-08,1.693840e+00,1.673508e+00,1.346734e-01,2.854271e+00,7.427487e-01,1.248303e-01,8.247292e-01,7.340000e+02
4,9.000000e-04,9.074797e-04,3.904000e-07,1.436462e-07,2.127845e+00,2.055702e+00,1.540201e-01,2.690398e+00,4.907066e-01,1.810188e-01,8.170754e-01,1.574000e+03
5,1.100000e-03,1.120255e-03,5.812000e-07,2.591002e-07,2.518649e+00,2.398670e+00,2.037688e-01,2.844559e+00,3.647334e-01,1.601907e-01,7.788327e-01,1.876000e+03
6,1.300000e-03,1.293208e-03,7.996000e-07,4.221354e-07,2.896000e+00,2.716806e+00,2.037688e-01,2.703623e+00,2.591185e-01,1.989434e-01,7.901385e-01,2.315000e+03
7,1.500000e-03,1.497735e-03,1.053800e-06,6.534799e-07,3.254807e+00,3.032448e+00,2.175879e-01,3.136008e+00,5.760188e-01,1.086089e-01,7.777700e-01,2.370000e+03
8,1.700000e-03,1.704595e-03,1.368800e-06,9.639651e-07,3.591269e+00,3.323315e+00,2.396985e-01,3.394594e+00,8.814006e-01,6.768719e-02,7.658915e-01,1.712000e+03
9,1.900000e-03,1.898458e-03,1.722600e-06,1.345653e-06,3.875774e+00,3.541588e+00,2.314070e-01,3.494416e+00,1.017801e+00,5.301483e-02,7.738433e-01,1.660000e+03
10,2.100000e-03,2.091332e-03,2.092400e-06,1.827464e-06,4.193226e+00,3.809897e+00,2.231156e-01,3.631463e+00,1.422552e+00,4.972329e-02,7.608791e-01,1.085000e+03
11,2.300000e-03,2.286381e-03,2.490200e-06,2.374223e-06,4.442079e+00,4.024217e+00,2.424623e-01,3.660065e+00,1.382983e+00,3.868810e-02,7.622595e-01,6.820000e+02
12,2.500000e-03,2.505389e-03,2.928400e-06,2.756847e-06,4.405965e+00,4.046316e+00,2.369347e-01,3.663600e+00,1.770427e+00,3.135755e-02,7.633176e-01,7.010000e+02
13,2.700000e-03,2.702817e-03,3.443600e-06,3.533201e-06,4.719606e+00,4.246793e+00,2.231156e-01,3.828226e+00,2.766654e+00,3.595684e-02,7.774454e-01,7.030000e+02
14,2.900000e-03,2.904466e-03,3.934800e-06,4.173663e-06,4.804902e+00,4.305458e+00,1.954774e-01,3.940935e+00,4.428975e+00,4.331392e-02,7.795358e-01,9.150000e+02
15,3.100000e-03,3.088822e-03,4.529600e-06,5.051804e-06,4.998043e+00,4.422845e+00,2.010050e-01,4.012984e+00,4.471683e+00,2.267094e-02,7.693809e-01,4.670000e+02
16,3.300000e-03,3.291329e-03,5.322800e-06,6.050836e-06,5.144167e+00,4.479287e+00,1.871859e-01,4.179962e+00,9.363265e+00,1.228504e-02,7.820058e-01,2.230000e+02
17,3.500000e-03,3.541519e-03,6.072400e-06,7.039119e-06,5.265053e+00,4.528185e+00,1.512563e-01,3.971188e+00,6.724182e+00,2.545760e-02,8.059341e-01,1.670000e+02
18,3.700000e-03,3.697967e-03,6.577600e-06,8.041833e-06,5.367118e+00,4.550772e+00,2.092965e-01,4.074698e+00,9.685450e+00,3.558497e-02,7.887479e-01,1.860000e+02
19,3.900000e-03,3.871854e-03,7.110400e-06,8.790391e-06,5.407390e+00,4.551759e+00,1.567839e-01,4.255765e+00,1.357031e+01,2.727985e-02,8.056898e-01,6.500000e+01
20,4.100000e-03,4.062287e-03,8.175800e-06,1.052002e-05,5.600475e+00,4.614000e+00,1.457286e-01,3.203732e+00,1.144551e+00,3.372218e-02,9.091971e-01,3.600000e+01
