# Table of coefficients for aggregates of column monomer crystals with normalized rime mass M = 0.0816 generated with the aggregation code of Jussi Leinonen available at https://github.com/jleinonen/aggregation 
# generated for Maherndl et al. (2023): "A riming-dependent parameterization of scattering by snowflakes using the self-similar Rayleigh–Gans approximation" 
# created by Nina Maherndl (email:nina.maherndl@uni-leipzig.de) on 2023-03-28 14:12:05 
# The following velocity fits were calculated with a power law fit from Heymsfield&Westbrook, 2010 (https://doi.org/10.1175/2010JAS3379.1) relation 
# am=4.74,bm=2.64,av=85.49479024889412,bv=0.6139384821593826,aa=0.161,ba=1.9,monomer_alpha=1.0
,Diam_max,Dmax,area,mass,vel_HW,vel_Bohm,kappa,gamma,beta,zeta,alpha_eff,number
1,3.000000e-04,3.775473e-04,5.600000e-08,5.634048e-09,6.107045e-01,6.869129e-01,1.070352e-01,3.620671e+00,2.724672e+00,8.711561e-02,7.737550e-01,1.830000e+02
2,5.000000e-04,5.195711e-04,9.480000e-08,1.163490e-08,7.736643e-01,8.833534e-01,1.844221e-01,3.400765e+00,2.301409e+00,8.201435e-02,6.850502e-01,2.093000e+03
3,7.000000e-04,7.237402e-04,1.648000e-07,2.526152e-08,9.834880e-01,1.117393e+00,2.258794e-01,3.372270e+00,2.309861e+00,7.503717e-02,6.198055e-01,5.726000e+03
4,9.000000e-04,9.060502e-04,2.712000e-07,4.744925e-08,1.175287e+00,1.293094e+00,2.148241e-01,3.535293e+00,4.666699e+00,4.745467e-02,6.685996e-01,1.213900e+04
5,1.100000e-03,1.086395e-03,3.700000e-07,7.128391e-08,1.300747e+00,1.444073e+00,2.258794e-01,3.402304e+00,3.888980e+00,4.279099e-02,6.424126e-01,8.771000e+03
6,1.300000e-03,1.302955e-03,4.888000e-07,1.070432e-07,1.441493e+00,1.612499e+00,2.479899e-01,3.328243e+00,2.906110e+00,4.935480e-02,6.025953e-01,6.684000e+03
7,1.500000e-03,1.491028e-03,5.940000e-07,1.458837e-07,1.564105e+00,1.774450e+00,2.673367e-01,3.386574e+00,3.252071e+00,4.346908e-02,5.632326e-01,3.727000e+03
8,1.700000e-03,1.721910e-03,7.498000e-07,2.059068e-07,1.701272e+00,1.926037e+00,2.396985e-01,3.407446e+00,3.387995e+00,4.768744e-02,5.685065e-01,2.178000e+03
9,1.900000e-03,1.858047e-03,8.932000e-07,2.669314e-07,1.831667e+00,2.039749e+00,2.728643e-01,3.306766e+00,2.284862e+00,3.818806e-02,5.661062e-01,5.900000e+02
10,2.100000e-03,2.062121e-03,1.262400e-06,3.866659e-07,1.967761e+00,2.112004e+00,1.761307e-01,3.698247e+00,8.484247e+00,2.401608e-02,6.118591e-01,1.310000e+02
11,2.300000e-03,2.310193e-03,1.566800e-06,5.208046e-07,2.101838e+00,2.247399e+00,1.927136e-01,3.544403e+00,6.926231e+00,2.885428e-02,6.287257e-01,2.460000e+02
12,2.500000e-03,2.526374e-03,1.945400e-06,6.862498e-07,2.239530e+00,2.345706e+00,1.678392e-01,3.351312e+00,6.032417e+00,2.858798e-02,6.734142e-01,3.100000e+02
13,2.700000e-03,2.699501e-03,2.244800e-06,8.264004e-07,2.332685e+00,2.441071e+00,2.231156e-01,3.340040e+00,4.732189e+00,3.696572e-02,6.518144e-01,2.670000e+02
14,2.900000e-03,2.874041e-03,2.372600e-06,9.625749e-07,2.423606e+00,2.550466e+00,2.314070e-01,3.353476e+00,5.115034e+00,2.695677e-02,6.126028e-01,3.280000e+02
15,3.100000e-03,3.047921e-03,2.748000e-06,1.162580e-06,2.500346e+00,2.632248e+00,1.623116e-01,3.099683e+00,3.183836e+00,3.526120e-02,6.472597e-01,1.980000e+02
16,3.300000e-03,3.293030e-03,3.130200e-06,1.393836e-06,2.602165e+00,2.723477e+00,2.231156e-01,3.218871e+00,4.322618e+00,3.049190e-02,6.280464e-01,4.620000e+02
17,3.500000e-03,3.480634e-03,3.666000e-06,1.653314e-06,2.707220e+00,2.799882e+00,2.369347e-01,3.272092e+00,4.280822e+00,2.512804e-02,6.266680e-01,3.250000e+02
18,3.700000e-03,3.681273e-03,4.167200e-06,1.954809e-06,2.796229e+00,2.836649e+00,1.982412e-01,3.053016e+00,2.926192e+00,3.898018e-02,6.540905e-01,4.130000e+02
19,3.900000e-03,3.891183e-03,4.196800e-06,2.163706e-06,2.862197e+00,2.982373e+00,2.369347e-01,3.455019e+00,5.096230e+00,4.108798e-02,5.766810e-01,3.900000e+02
20,4.100000e-03,4.063955e-03,4.720800e-06,2.510328e-06,2.962949e+00,3.035539e+00,2.341709e-01,3.350166e+00,4.795217e+00,2.306479e-02,5.963509e-01,2.970000e+02
