# Table of coefficients for aggregates of dendrite monomer crystals with normalized rime mass M = 0.0324 generated with the aggregation code of Jussi Leinonen available at https://github.com/jleinonen/aggregation 
# generated for Maherndl et al. (2023): "A riming-dependent parameterization of scattering by snowflakes using the self-similar Rayleigh–Gans approximation" 
# created by Nina Maherndl (email:nina.maherndl@uni-leipzig.de) on 2023-03-28 14:12:06 
# The following velocity fits were calculated with a power law fit from Heymsfield&Westbrook, 2010 (https://doi.org/10.1175/2010JAS3379.1) relation 
# am=2.77,bm=2.73,av=91.08720008391117,bv=0.7246257346276246,aa=0.182,ba=1.95,monomer_alpha=1.0
,Diam_max,Dmax,area,mass,vel_HW,vel_Bohm,kappa,gamma,beta,zeta,alpha_eff,number
1,3.000000e-04,3.694630e-04,3.840000e-08,1.481872e-09,2.485168e-01,3.348537e-01,1.125628e-01,3.446446e+00,5.492674e+00,4.734508e-02,6.926411e-01,1.150000e+02
2,5.000000e-04,5.228906e-04,7.360000e-08,3.301200e-09,3.324739e-01,4.416224e-01,1.899497e-01,3.039930e+00,2.784817e+00,4.958534e-02,6.527845e-01,9.520000e+02
3,7.000000e-04,7.265901e-04,1.360000e-07,7.383684e-09,4.423372e-01,5.708347e-01,2.092965e-01,2.643712e+00,1.572064e+00,6.656223e-02,6.502701e-01,1.900000e+03
4,9.000000e-04,8.939367e-04,2.132000e-07,1.338453e-08,5.395953e-01,6.736347e-01,2.203518e-01,2.555163e+00,1.419867e+00,9.056061e-02,6.181755e-01,2.682000e+03
5,1.100000e-03,1.088148e-03,3.072000e-07,2.193464e-08,6.320475e-01,7.818237e-01,2.203518e-01,2.709487e+00,1.954539e+00,5.431167e-02,5.995013e-01,3.103000e+03
6,1.300000e-03,1.291430e-03,3.980000e-07,3.317339e-08,7.201160e-01,8.831069e-01,2.396985e-01,2.533585e+00,1.000277e+00,7.957234e-02,5.535437e-01,1.791000e+03
7,1.500000e-03,1.461290e-03,5.180000e-07,4.604074e-08,7.914429e-01,9.606319e-01,2.424623e-01,2.704762e+00,2.944037e+00,3.569692e-02,6.142628e-01,7.270000e+02
8,1.700000e-03,1.652505e-03,6.132000e-07,6.715374e-08,8.930455e-01,1.083441e+00,1.871859e-01,2.539819e+00,1.109160e+00,1.163952e-01,5.302787e-01,2.330000e+02
9,1.900000e-03,1.904645e-03,8.472000e-07,9.602090e-08,9.879142e-01,1.186735e+00,2.396985e-01,2.809478e+00,2.425828e+00,4.653663e-02,5.324469e-01,2.330000e+02
10,2.100000e-03,2.118715e-03,1.069600e-06,1.354739e-07,1.081426e+00,1.263005e+00,2.369347e-01,3.110644e+00,6.691488e+00,2.310697e-02,5.809638e-01,1.960000e+02
11,2.300000e-03,2.315947e-03,1.379200e-06,1.775312e-07,1.155973e+00,1.311518e+00,2.314070e-01,2.616860e+00,1.910999e+00,6.401815e-02,6.021970e-01,1.710000e+02
12,2.500000e-03,2.508384e-03,1.619600e-06,2.279222e-07,1.249405e+00,1.390555e+00,2.010050e-01,2.647261e+00,1.883246e+00,6.348452e-02,5.898771e-01,1.150000e+02
13,2.700000e-03,2.728664e-03,1.891400e-06,2.884662e-07,1.306220e+00,1.484027e+00,1.899497e-01,2.853047e+00,2.746146e+00,4.921330e-02,6.045563e-01,1.320000e+02
14,2.900000e-03,2.894504e-03,2.079600e-06,3.442455e-07,1.369392e+00,1.539059e+00,2.065327e-01,3.117119e+00,7.882363e+00,2.663499e-02,5.952598e-01,9.200000e+01
15,3.100000e-03,3.082269e-03,2.504400e-06,4.112488e-07,1.424237e+00,1.570438e+00,1.650754e-01,2.749590e+00,2.336747e+00,7.387703e-02,5.934211e-01,1.550000e+02
16,3.300000e-03,3.294707e-03,2.758000e-06,5.017971e-07,1.485475e+00,1.646267e+00,1.429648e-01,2.366145e+00,8.502039e-01,7.641278e-02,6.137201e-01,8.100000e+01
17,3.500000e-03,3.471438e-03,3.140800e-06,5.839970e-07,1.537608e+00,1.695290e+00,1.871859e-01,2.636430e+00,2.336116e+00,2.806466e-02,5.731119e-01,9.000000e+01
18,3.700000e-03,3.670898e-03,3.536200e-06,6.936885e-07,1.606781e+00,1.743277e+00,1.623116e-01,2.479966e+00,1.365912e+00,6.630032e-02,6.339772e-01,1.080000e+02
