# Table of coefficients for aggregates of rosette monomer crystals with normalized rime mass M = 0.0514 generated with the aggregation code of Jussi Leinonen available at https://github.com/jleinonen/aggregation 
# generated for Maherndl et al. (2023): "A riming-dependent parameterization of scattering by snowflakes using the self-similar Rayleigh–Gans approximation" 
# created by Nina Maherndl (email:nina.maherndl@uni-leipzig.de) on 2023-03-28 14:12:06 
# The following velocity fits were calculated with a power law fit from Heymsfield&Westbrook, 2010 (https://doi.org/10.1175/2010JAS3379.1) relation 
# am=4.84,bm=2.73,av=87.93765546499198,bv=0.6699343369978215,aa=0.168,ba=1.91,monomer_alpha=1.0
,Diam_max,Dmax,area,mass,vel_HW,vel_Bohm,kappa,gamma,beta,zeta,alpha_eff,number
1,3.000000e-04,3.730416e-04,4.800000e-08,2.530920e-09,3.556029e-01,4.325996e-01,1.208543e-01,3.788894e+00,1.076078e+01,1.966124e-02,7.330785e-01,1.540000e+02
2,5.000000e-04,5.413695e-04,9.400000e-08,6.404328e-09,4.943927e-01,5.972403e-01,1.982412e-01,3.275896e+00,3.422535e+00,3.133379e-02,7.002291e-01,1.902000e+03
3,7.000000e-04,7.230215e-04,1.652000e-07,1.379168e-08,6.502992e-01,7.642529e-01,2.092965e-01,3.146909e+00,3.197187e+00,3.497519e-02,6.744512e-01,5.228000e+03
4,9.000000e-04,9.144714e-04,2.592000e-07,2.573469e-08,7.900811e-01,9.139594e-01,2.203518e-01,2.954003e+00,2.113891e+00,4.530720e-02,6.540738e-01,1.305900e+04
5,1.100000e-03,1.096857e-03,3.692000e-07,4.125766e-08,9.078658e-01,1.036891e+00,2.148241e-01,3.019836e+00,2.640949e+00,3.759914e-02,6.485693e-01,1.861100e+04
6,1.300000e-03,1.275952e-03,4.880000e-07,5.957566e-08,1.001944e+00,1.140087e+00,2.037688e-01,2.851508e+00,1.937284e+00,5.502266e-02,6.523038e-01,1.137300e+04
7,1.500000e-03,1.475917e-03,6.088000e-07,8.558911e-08,1.116570e+00,1.281644e+00,2.065327e-01,3.026771e+00,2.565152e+00,4.570320e-02,5.921495e-01,3.693000e+03
8,1.700000e-03,1.708034e-03,7.448000e-07,1.246166e-07,1.261304e+00,1.446097e+00,2.010050e-01,2.806209e+00,1.350023e+00,6.634174e-02,5.651874e-01,1.410000e+03
9,1.900000e-03,1.911337e-03,8.804000e-07,1.647812e-07,1.364535e+00,1.563427e+00,2.231156e-01,2.838112e+00,1.142994e+00,7.150173e-02,5.131112e-01,3.190000e+02
10,2.100000e-03,2.082596e-03,1.162400e-06,2.267924e-07,1.445173e+00,1.628432e+00,2.037688e-01,2.920963e+00,1.898095e+00,6.254060e-02,5.700157e-01,8.900000e+01
