# Table of coefficients for aggregates of dendrite monomer crystals with normalized rime mass M = 0.0129 generated with the aggregation code of Jussi Leinonen available at https://github.com/jleinonen/aggregation 
# generated for Maherndl et al. (2023): "A riming-dependent parameterization of scattering by snowflakes using the self-similar Rayleigh–Gans approximation" 
# created by Nina Maherndl (email:nina.maherndl@uni-leipzig.de) on 2023-03-28 14:12:06 
# The following velocity fits were calculated with a power law fit from Heymsfield&Westbrook, 2010 (https://doi.org/10.1175/2010JAS3379.1) relation 
# am=0.388,bm=2.52,av=46.283807573080395,bv=0.6712195414144739,aa=0.128,ba=1.93,monomer_alpha=1.0
,Diam_max,Dmax,area,mass,vel_HW,vel_Bohm,kappa,gamma,beta,zeta,alpha_eff,number
2,5.000000e-04,5.373881e-04,7.060000e-08,2.769340e-09,2.972563e-01,4.058310e-01,2.010050e-01,3.043846e+00,3.262749e+00,4.929807e-02,6.479989e-01,2.740000e+02
3,7.000000e-04,7.256248e-04,1.220000e-07,5.237904e-09,3.586893e-01,4.897524e-01,2.120603e-01,2.586109e+00,1.421201e+00,7.989949e-02,6.373764e-01,1.107000e+03
4,9.000000e-04,9.044309e-04,1.844000e-07,8.487752e-09,4.133319e-01,5.544967e-01,2.037688e-01,2.400378e+00,1.070868e+00,9.723108e-02,5.957674e-01,2.119000e+03
5,1.100000e-03,1.108046e-03,2.616000e-07,1.333685e-08,4.741794e-01,6.324311e-01,2.148241e-01,2.612972e+00,2.108169e+00,5.357865e-02,5.791505e-01,2.981000e+03
6,1.300000e-03,1.274104e-03,3.156000e-07,1.734964e-08,5.126877e-01,6.901807e-01,2.452261e-01,2.545511e+00,1.416114e+00,6.558828e-02,5.358912e-01,1.745000e+03
7,1.500000e-03,1.465566e-03,3.934000e-07,2.378331e-08,5.625230e-01,7.620979e-01,2.673367e-01,2.728695e+00,2.808907e+00,3.251245e-02,5.144246e-01,7.500000e+02
8,1.700000e-03,1.639617e-03,4.528000e-07,3.014362e-08,6.009287e-01,8.130845e-01,2.562814e-01,2.912742e+00,2.295466e+00,3.444092e-02,4.511253e-01,3.930000e+02
9,1.900000e-03,1.869113e-03,6.850000e-07,4.716314e-08,6.803056e-01,8.739796e-01,2.369347e-01,2.721685e+00,3.304428e+00,4.211994e-02,5.081615e-01,8.400000e+01
10,2.100000e-03,2.107818e-03,8.756000e-07,6.741050e-08,7.476388e-01,9.278780e-01,2.396985e-01,2.755435e+00,4.357440e+00,2.915809e-02,5.711014e-01,9.300000e+01
11,2.300000e-03,2.311263e-03,1.130400e-06,9.070964e-08,8.053317e-01,9.870902e-01,2.175879e-01,2.357227e+00,1.546482e+00,8.086268e-02,5.869709e-01,7.100000e+01
12,2.500000e-03,2.501562e-03,1.266400e-06,1.153733e-07,8.689999e-01,1.072155e+00,2.037688e-01,2.457061e+00,1.285434e+00,7.658118e-02,5.662048e-01,5.400000e+01
13,2.700000e-03,2.713965e-03,1.667600e-06,1.443285e-07,9.092786e-01,1.068468e+00,2.203518e-01,2.682085e+00,2.654737e+00,5.469555e-02,5.815671e-01,5.600000e+01
14,2.900000e-03,2.912520e-03,1.745600e-06,1.701512e-07,9.370786e-01,1.125214e+00,2.175879e-01,2.728428e+00,3.890856e+00,3.898273e-02,5.839377e-01,5.200000e+01
15,3.100000e-03,3.047030e-03,2.126400e-06,1.969092e-07,9.678591e-01,1.125234e+00,1.540201e-01,2.484475e+00,1.534374e+00,7.920475e-02,5.864270e-01,6.600000e+01
17,3.500000e-03,3.479392e-03,2.672000e-06,2.798024e-07,1.050813e+00,1.227936e+00,1.816583e-01,2.172966e+00,8.090008e-01,6.078841e-02,5.652948e-01,5.500000e+01
18,3.700000e-03,3.666876e-03,3.260800e-06,3.401850e-07,1.085925e+00,1.228784e+00,1.954774e-01,2.330857e+00,1.099403e+00,9.257251e-02,6.054849e-01,4.100000e+01
19,3.900000e-03,3.920021e-03,3.387200e-06,3.932316e-07,1.156634e+00,1.346526e+00,2.231156e-01,2.768659e+00,2.782584e+00,6.297173e-02,5.930515e-01,4.400000e+01
20,4.100000e-03,4.083917e-03,3.250400e-06,4.236833e-07,1.181481e+00,1.392507e+00,1.733668e-01,2.445163e+00,1.574761e+00,7.738858e-02,5.477417e-01,4.300000e+01
34,6.900000e-03,6.878159e-03,1.255880e-05,1.990095e-06,1.590164e+00,1.675238e+00,2.369347e-01,2.377436e+00,9.166680e-01,1.489313e-01,6.269630e-01,3.900000e+01
