# Table of coefficients for aggregates of needle monomer crystals with normalized rime mass M = 0.00 generated with the aggregation code of Jussi Leinonen available at https://github.com/jleinonen/aggregation 
# generated for Maherndl et al. (2023): "A riming-dependent parameterization of scattering by snowflakes using the self-similar Rayleigh–Gans approximation" 
# created by Nina Maherndl (email:nina.maherndl@uni-leipzig.de) on 2023-03-28 14:12:06 
# The following velocity fits were calculated with a power law fit from Heymsfield&Westbrook, 2010 (https://doi.org/10.1175/2010JAS3379.1) relation 
# am=0.0254,bm=2.06,av=10.131962489701316,bv=0.4262959008462908,aa=0.0428,ba=1.78,monomer_alpha=1.0
,Diam_max,Dmax,area,mass,vel_HW,vel_Bohm,kappa,gamma,beta,zeta,alpha_eff,number
1,3.000000e-04,3.611753e-04,3.960000e-08,2.523584e-09,3.719220e-01,4.746280e-01,1.015075e-01,3.873506e+00,9.754986e+00,6.700361e-02,6.709736e-01,5.400000e+01
2,5.000000e-04,5.157619e-04,6.660000e-08,4.456620e-09,4.358608e-01,5.852332e-01,1.457286e-01,3.928697e+00,1.525900e+01,4.150622e-02,6.082525e-01,2.160000e+02
3,7.000000e-04,7.036751e-04,1.120000e-07,8.381380e-09,5.299439e-01,7.131961e-01,1.788945e-01,3.984021e+00,2.663816e+01,2.465891e-02,5.927763e-01,2.960000e+02
4,9.000000e-04,8.979153e-04,1.704000e-07,1.400809e-08,6.052792e-01,8.062501e-01,2.037688e-01,3.772700e+00,2.226619e+01,2.215682e-02,5.711908e-01,3.580000e+02
5,1.100000e-03,1.085299e-03,2.178000e-07,1.860043e-08,6.370845e-01,8.648126e-01,2.148241e-01,3.783537e+00,2.552842e+01,1.855909e-02,5.291841e-01,2.600000e+02
6,1.300000e-03,1.272707e-03,2.648000e-07,2.255086e-08,6.493512e-01,9.134864e-01,2.203518e-01,3.441737e+00,1.567285e+01,2.182286e-02,5.171025e-01,1.330000e+02
7,1.500000e-03,1.503498e-03,3.496000e-07,3.224906e-08,7.091710e-01,9.866826e-01,2.286432e-01,3.486532e+00,1.656522e+01,2.146263e-02,4.935091e-01,7.500000e+01
8,1.700000e-03,1.703246e-03,4.536000e-07,4.447817e-08,7.585129e-01,1.044343e+00,2.396985e-01,3.224344e+00,1.094227e+01,2.204309e-02,4.982883e-01,4.900000e+01
10,2.100000e-03,2.114351e-03,7.788000e-07,9.003473e-08,9.279653e-01,1.170304e+00,1.678392e-01,2.320694e+00,1.715788e+00,8.888229e-02,5.750045e-01,3.300000e+01
13,2.700000e-03,2.695389e-03,1.231800e-06,1.346009e-07,9.560942e-01,1.249286e+00,1.899497e-01,2.031866e+00,9.099802e-01,1.305468e-01,5.903263e-01,3.400000e+01
