#  Table of coefficients for aggregates of mixcolumnded rimed generated with the aggregation code of Jussi Leinonen available at https://github.com/jleinonen/aggregation 
# created by Leonie von Terzi (email:lterzi@uni-koeln.de) on 2021-01-12 09:52:01 
# Particles generated with an inverse exponential PSD of monomers, size parameters varying from 50e-6 to 2.00e-3m, min_size:100e-6m,max_size=3000e-6m,grid_res:1e-5m,separation_size:1000e-6m 
# The following velocity fits were calculated with a power law fit from Boehm relation 
# am=0.036937007370630846,bm=1.854270042343653,av=4.274303028539677,bv=0.14086384938925714,aa=0.06177534870749255,ba=1.7389908182823206,monomer_alpha=0.3 
Diam_max,Dmax,area,mass,vel_Bohm,vel_KC,kappa,gamma,beta,zeta,alpha_eff
5.000000e-04,5.993485e-04,1.614000e-07,3.143751e-08,1.204058e+00,1.305175e+00,2.701005e-01,3.046306e+00,7.656998e-01,6.776034e-02,7.427390e-01
1.000000e-03,1.024244e-03,3.905000e-07,1.000777e-07,1.525949e+00,1.724124e+00,2.645729e-01,3.530730e+00,2.371795e+00,4.291398e-02,6.623736e-01
1.500000e-03,1.502727e-03,7.750000e-07,2.199883e-07,1.758746e+00,1.986229e+00,2.452261e-01,3.575905e+00,4.346158e+00,3.519438e-02,6.406713e-01
2.000000e-03,1.967502e-03,1.192200e-06,3.695730e-07,1.844996e+00,2.168009e+00,2.341709e-01,3.621318e+00,7.827940e+00,2.625374e-02,6.404819e-01
2.500000e-03,2.497034e-03,1.850450e-06,5.603819e-07,1.934196e+00,2.240125e+00,2.231156e-01,3.554628e+00,8.875748e+00,2.423926e-02,6.282996e-01
3.000000e-03,3.008073e-03,2.673300e-06,8.653179e-07,2.058548e+00,2.395291e+00,2.065327e-01,3.328049e+00,6.771743e+00,3.075527e-02,6.475568e-01
3.500000e-03,3.466458e-03,3.365200e-06,1.138764e-06,2.086924e+00,2.414141e+00,2.258794e-01,3.090978e+00,4.794319e+00,2.947612e-02,6.411710e-01
4.000000e-03,3.999786e-03,4.307300e-06,1.449345e-06,2.097364e+00,2.463714e+00,1.927136e-01,2.767583e+00,2.939106e+00,4.401015e-02,6.304913e-01
4.500000e-03,4.512860e-03,5.507700e-06,1.786462e-06,2.098094e+00,2.490682e+00,1.927136e-01,2.802513e+00,3.017918e+00,3.989506e-02,6.177011e-01
5.000000e-03,4.991882e-03,6.306000e-06,2.058536e-06,2.087647e+00,2.456141e+00,2.092965e-01,2.518144e+00,2.095032e+00,5.309158e-02,6.251876e-01
5.500000e-03,5.491062e-03,7.407100e-06,2.412965e-06,2.063266e+00,2.510316e+00,2.148241e-01,2.513876e+00,1.891441e+00,6.071393e-02,5.872645e-01
6.000000e-03,5.991607e-03,8.719400e-06,2.854110e-06,2.109097e+00,2.501158e+00,1.927136e-01,2.137174e+00,8.746640e-01,9.545520e-02,6.168041e-01
6.500000e-03,6.495889e-03,1.083130e-05,3.494319e-06,2.145984e+00,2.479008e+00,1.954774e-01,2.060230e+00,9.578635e-01,8.553665e-02,6.431301e-01
7.000000e-03,7.010811e-03,1.158870e-05,3.932678e-06,2.153004e+00,2.494186e+00,2.037688e-01,2.402376e+00,1.625893e+00,6.780350e-02,6.179948e-01
7.500000e-03,7.486167e-03,1.182500e-05,3.829958e-06,2.026404e+00,2.400225e+00,2.175879e-01,2.338966e+00,1.531115e+00,6.805533e-02,5.916803e-01
8.000000e-03,7.989778e-03,1.427565e-05,4.698391e-06,2.079629e+00,2.391310e+00,1.816583e-01,2.166026e+00,9.774345e-01,8.015350e-02,5.953123e-01
8.500000e-03,8.507702e-03,1.592885e-05,5.159697e-06,2.075502e+00,2.384984e+00,1.844221e-01,1.889135e+00,6.551430e-01,1.427419e-01,6.062050e-01
9.000000e-03,9.056896e-03,1.861085e-05,5.707859e-06,2.046933e+00,2.297721e+00,1.899497e-01,2.087899e+00,9.065077e-01,1.046991e-01,5.866070e-01
9.500000e-03,9.439167e-03,1.858740e-05,5.988919e-06,2.009445e+00,2.342159e+00,1.871859e-01,1.915541e+00,6.340302e-01,1.292183e-01,6.232305e-01
9.975000e-03,9.945102e-03,2.036050e-05,6.467693e-06,1.994440e+00,2.264245e+00,1.927136e-01,1.737444e+00,3.942397e-01,1.868160e-01,5.622865e-01
1.050000e-02,1.055726e-02,1.968700e-05,6.379986e-06,1.941944e+00,2.260425e+00,2.231156e-01,1.761638e+00,4.719902e-01,9.458764e-02,5.503302e-01
1.100000e-02,1.095112e-02,2.115015e-05,6.409953e-06,1.863714e+00,2.264773e+00,2.341709e-01,2.004225e+00,1.082736e+00,1.145613e-01,5.326906e-01
