# Table of coefficients for aggregates of dendrite monomer crystals with normalized rime mass M = 0.00 generated with the aggregation code of Jussi Leinonen available at https://github.com/jleinonen/aggregation 
# generated for Maherndl et al. (2023): "A riming-dependent parameterization of scattering by snowflakes using the self-similar Rayleigh–Gans approximation" 
# created by Nina Maherndl (email:nina.maherndl@uni-leipzig.de) on 2023-03-28 14:12:06 
# The following velocity fits were calculated with a power law fit from Heymsfield&Westbrook, 2010 (https://doi.org/10.1175/2010JAS3379.1) relation 
# am=0.0132,bm=2.09,av=4.993312011585305,bv=0.3839705047633089,aa=0.0762,ba=1.87,monomer_alpha=1.0
,Diam_max,Dmax,area,mass,vel_HW,vel_Bohm,kappa,gamma,beta,zeta,alpha_eff,number
1,3.000000e-04,3.496635e-04,2.980000e-08,9.683520e-10,1.969460e-01,2.972183e-01,8.768844e-02,3.711336e+00,1.038087e+01,3.411012e-02,6.745708e-01,5.000000e+01
2,5.000000e-04,5.087460e-04,5.560000e-08,1.834000e-09,2.405586e-01,3.550891e-01,1.733668e-01,3.100229e+00,4.292501e+00,5.049039e-02,6.347884e-01,1.530000e+02
3,7.000000e-04,7.107132e-04,1.038000e-07,3.565296e-09,2.907523e-01,4.233888e-01,1.871859e-01,2.645122e+00,2.327809e+00,7.717908e-02,6.256030e-01,2.400000e+02
4,9.000000e-04,9.029806e-04,1.552000e-07,5.681732e-09,3.288573e-01,4.772146e-01,1.927136e-01,2.457441e+00,1.585864e+00,8.332678e-02,5.924407e-01,2.540000e+02
5,1.100000e-03,1.094758e-03,2.052000e-07,7.578088e-09,3.511315e-01,5.104901e-01,2.092965e-01,2.533375e+00,2.192832e+00,5.669957e-02,5.644285e-01,2.170000e+02
6,1.300000e-03,1.287103e-03,2.658000e-07,9.375408e-09,3.572792e-01,5.250618e-01,2.341709e-01,2.549193e+00,2.259180e+00,5.394337e-02,5.442608e-01,1.360000e+02
7,1.500000e-03,1.488950e-03,3.552000e-07,1.341021e-08,3.981782e-01,5.884160e-01,2.452261e-01,2.273656e+00,1.206086e+00,8.180670e-02,5.513193e-01,7.100000e+01
8,1.700000e-03,1.690954e-03,5.104000e-07,2.040508e-08,4.423455e-01,6.208395e-01,2.175879e-01,2.467374e+00,2.498480e+00,6.835062e-02,5.723321e-01,3.600000e+01
9,1.900000e-03,1.893403e-03,5.992000e-07,2.439220e-08,4.650131e-01,6.617227e-01,2.258794e-01,2.314438e+00,1.290409e+00,8.138823e-02,5.577691e-01,3.600000e+01
10,2.100000e-03,2.125499e-03,8.216000e-07,3.868273e-08,5.312985e-01,7.074367e-01,2.673367e-01,2.229837e+00,2.175589e+00,5.454049e-02,5.922260e-01,3.100000e+01
11,2.300000e-03,2.291463e-03,9.900000e-07,4.479728e-08,5.368239e-01,7.068682e-01,2.341709e-01,2.225571e+00,1.352299e+00,7.502530e-02,5.914858e-01,3.800000e+01
14,2.900000e-03,2.913255e-03,1.569200e-06,7.003679e-08,5.808872e-01,7.757330e-01,2.369347e-01,2.474659e+00,2.501097e+00,4.771821e-02,5.897565e-01,3.100000e+01
