# Table of coefficients for aggregates of rosette monomer crystals with normalized rime mass M = 0.0205 generated with the aggregation code of Jussi Leinonen available at https://github.com/jleinonen/aggregation 
# generated for Maherndl et al. (2023): "A riming-dependent parameterization of scattering by snowflakes using the self-similar Rayleigh–Gans approximation" 
# created by Nina Maherndl (email:nina.maherndl@uni-leipzig.de) on 2023-03-28 14:12:06 
# The following velocity fits were calculated with a power law fit from Heymsfield&Westbrook, 2010 (https://doi.org/10.1175/2010JAS3379.1) relation 
# am=0.629,bm=2.5,av=44.588732281721434,bv=0.6076582502136545,aa=0.0902,ba=1.85,monomer_alpha=1.0
,Diam_max,Dmax,area,mass,vel_HW,vel_Bohm,kappa,gamma,beta,zeta,alpha_eff,number
1,3.000000e-04,3.701840e-04,4.200000e-08,1.966048e-09,3.058389e-01,3.893165e-01,1.263819e-01,3.825911e+00,1.276086e+01,1.963302e-02,6.957516e-01,6.300000e+01
2,5.000000e-04,5.400782e-04,8.440000e-08,4.768400e-09,4.135389e-01,5.220727e-01,1.954774e-01,3.364256e+00,4.879643e+00,2.574115e-02,6.905328e-01,7.310000e+02
3,7.000000e-04,7.197080e-04,1.480000e-07,9.870588e-09,5.356939e-01,6.595636e-01,2.037688e-01,3.214550e+00,4.625100e+00,2.733059e-02,6.608885e-01,2.130000e+03
4,9.000000e-04,9.091295e-04,2.272000e-07,1.737165e-08,6.334129e-01,7.710464e-01,2.120603e-01,3.099388e+00,3.595972e+00,3.184946e-02,6.326323e-01,5.405000e+03
5,1.100000e-03,1.105510e-03,3.208000e-07,2.704050e-08,7.144668e-01,8.684607e-01,2.120603e-01,3.059250e+00,3.801167e+00,2.974231e-02,6.168499e-01,8.830000e+03
6,1.300000e-03,1.300645e-03,4.176000e-07,3.852867e-08,7.856976e-01,9.596154e-01,2.065327e-01,2.956357e+00,2.855426e+00,4.236765e-02,6.008118e-01,1.001500e+04
7,1.500000e-03,1.477302e-03,5.264000e-07,5.308330e-08,8.586676e-01,1.045014e+00,2.120603e-01,2.908172e+00,2.505414e+00,5.214420e-02,5.744084e-01,7.109000e+03
8,1.700000e-03,1.685959e-03,6.080000e-07,6.750587e-08,9.083486e-01,1.131074e+00,2.562814e-01,2.998184e+00,2.865657e+00,4.123922e-02,5.113756e-01,5.232000e+03
9,1.900000e-03,1.868746e-03,7.016000e-07,7.864192e-08,9.354612e-01,1.184336e+00,3.032663e-01,2.697434e+00,1.142189e+00,3.210908e-02,4.981385e-01,5.850000e+02
10,2.100000e-03,2.096491e-03,1.030200e-06,1.274080e-07,1.059883e+00,1.235853e+00,1.816583e-01,2.511034e+00,1.247284e+00,9.411666e-02,6.017700e-01,4.600000e+01
11,2.300000e-03,2.284093e-03,1.453600e-06,1.845884e-07,1.162588e+00,1.302653e+00,1.346734e-01,2.330457e+00,9.144551e-01,1.218853e-01,6.675364e-01,4.000000e+01
12,2.500000e-03,2.502912e-03,1.641800e-06,2.185798e-07,1.194896e+00,1.356283e+00,1.927136e-01,2.535522e+00,1.814513e+00,5.627022e-02,6.612537e-01,6.400000e+01
13,2.700000e-03,2.674780e-03,1.629800e-06,2.424401e-07,1.230444e+00,1.438025e+00,2.148241e-01,2.763512e+00,2.598257e+00,5.118290e-02,5.686122e-01,1.100000e+02
14,2.900000e-03,2.884870e-03,2.053200e-06,3.098726e-07,1.303628e+00,1.485362e+00,1.927136e-01,2.669041e+00,2.255428e+00,6.673644e-02,6.134282e-01,1.100000e+02
15,3.100000e-03,3.076290e-03,2.445200e-06,3.653328e-07,1.353270e+00,1.533267e+00,2.092965e-01,2.449245e+00,1.610810e+00,6.767929e-02,6.213651e-01,6.500000e+01
