# Table of coefficients for aggregates of dendrite monomer crystals with normalized rime mass M = 0.0816 generated with the aggregation code of Jussi Leinonen available at https://github.com/jleinonen/aggregation 
# generated for Maherndl et al. (2023): "A riming-dependent parameterization of scattering by snowflakes using the self-similar Rayleigh–Gans approximation" 
# created by Nina Maherndl (email:nina.maherndl@uni-leipzig.de) on 2023-03-28 14:12:06 
# The following velocity fits were calculated with a power law fit from Heymsfield&Westbrook, 2010 (https://doi.org/10.1175/2010JAS3379.1) relation 
# am=16.4,bm=2.89,av=151.01597737805548,bv=0.7388846512847476,aa=0.215,ba=1.94,monomer_alpha=1.0
,Diam_max,Dmax,area,mass,vel_HW,vel_Bohm,kappa,gamma,beta,zeta,alpha_eff,number
1,3.000000e-04,3.748250e-04,4.760000e-08,2.567600e-09,3.470203e-01,4.314278e-01,9.045226e-02,3.387585e+00,4.623423e+00,5.069050e-02,7.677787e-01,1.390000e+02
2,5.000000e-04,5.411776e-04,9.320000e-08,6.059536e-09,4.723299e-01,5.698654e-01,1.927136e-01,3.062304e+00,2.827193e+00,4.854405e-02,6.994957e-01,1.064000e+03
3,7.000000e-04,7.307922e-04,1.768000e-07,1.420983e-08,6.427734e-01,7.489387e-01,2.148241e-01,2.753368e+00,1.424090e+00,6.434010e-02,6.855060e-01,2.115000e+03
4,9.000000e-04,8.808821e-04,2.568000e-07,2.516248e-08,7.921427e-01,9.062028e-01,2.452261e-01,2.772201e+00,1.649069e+00,6.078848e-02,6.698238e-01,2.081000e+03
5,1.100000e-03,1.099778e-03,3.806000e-07,4.550521e-08,9.557771e-01,1.073427e+00,2.175879e-01,2.936553e+00,2.367732e+00,6.132724e-02,6.337415e-01,2.484000e+03
6,1.300000e-03,1.297018e-03,5.182000e-07,7.190014e-08,1.104749e+00,1.228312e+00,2.701005e-01,2.684693e+00,1.236060e+00,6.778799e-02,6.113228e-01,1.672000e+03
7,1.500000e-03,1.476956e-03,6.574000e-07,1.069699e-07,1.245456e+00,1.388394e+00,2.507538e-01,3.112634e+00,3.870019e+00,3.123067e-02,6.193095e-01,1.264000e+03
8,1.700000e-03,1.669484e-03,7.912000e-07,1.547016e-07,1.404002e+00,1.570551e+00,2.369347e-01,3.019153e+00,2.039852e+00,5.924371e-02,5.541222e-01,5.790000e+02
9,1.900000e-03,1.952600e-03,1.055200e-06,2.285091e-07,1.562427e+00,1.717971e+00,2.452261e-01,3.384469e+00,5.513686e+00,2.794721e-02,5.542817e-01,3.980000e+02
10,2.100000e-03,2.103103e-03,1.398600e-06,3.053317e-07,1.652663e+00,1.756186e+00,2.258794e-01,3.153300e+00,4.314942e+00,3.931611e-02,6.541345e-01,3.000000e+02
11,2.300000e-03,2.271904e-03,1.494000e-06,3.792125e-07,1.773169e+00,1.925421e+00,2.314070e-01,3.133609e+00,3.251602e+00,3.794802e-02,5.758897e-01,4.530000e+02
12,2.500000e-03,2.486933e-03,1.938800e-06,4.977183e-07,1.880732e+00,1.972805e+00,2.065327e-01,3.262793e+00,5.486835e+00,3.078637e-02,6.338656e-01,3.170000e+02
13,2.700000e-03,2.678328e-03,2.176400e-06,6.248181e-07,1.986736e+00,2.098086e+00,2.258794e-01,3.401827e+00,5.139594e+00,3.309852e-02,6.054624e-01,2.820000e+02
