# Table of coefficients for rimed dendritic aggregates (riming Mode A) from Leinonen and Szymer 2015 
# author: Leonie von Terzi, email:lterzi@uni-koeln.de
# Particles generated with monomers from an inverse exponential PSD, size parameter:650e-6, min_size:0.0001, max_size:0.003, grid_res:4e-5, riming_mode:simultaneous
# am=0.14147822,bm=2.05436849,av=3.60817764,bv=0.10243224,aa=0.08702,ba=1.75304743,monomer_alpha=0.300
Diam_max,mass,area,vel_Bohm,vel_KC,beta,gamma,kappa,zeta,alpha_eff
2.000000e-03,4.062692e-07,1.500800e-06,1.881007e+00,1.871053e+00,2.834050e-01,2.739850e+00,2.091740e-01,1.783780e-01,7.330550e-01
3.000000e-03,9.467870e-07,3.323200e-06,2.092657e+00,2.155895e+00,2.536250e+00,3.555510e+00,1.929040e-01,5.754790e-02,6.914480e-01
4.000000e-03,1.784108e-06,5.419200e-06,2.212625e+00,2.320710e+00,5.969370e+00,3.811410e+00,1.604640e-01,4.262020e-02,6.889990e-01
5.000000e-03,2.907250e-06,7.873600e-06,2.338425e+00,2.433442e+00,1.200480e+01,3.879300e+00,1.612330e-01,2.368430e-02,6.866920e-01
6.000000e-03,3.857209e-06,1.071120e-05,2.331208e+00,2.455602e+00,1.116830e+01,3.830930e+00,1.234460e-01,2.177800e-02,6.644820e-01
7.000000e-03,4.977797e-06,1.403120e-05,2.291165e+00,2.433445e+00,1.290820e+01,3.782380e+00,1.540490e-01,2.404610e-02,6.567170e-01
8.000000e-03,6.354725e-06,1.700720e-05,2.361187e+00,2.442493e+00,9.493790e+00,3.572600e+00,1.474990e-01,2.508450e-02,6.520410e-01
9.000000e-03,7.821152e-06,2.111760e-05,2.351163e+00,2.443407e+00,6.831200e+00,3.381770e+00,1.849060e-01,3.275000e-02,6.484950e-01
1.000000e-02,1.046396e-05,2.556960e-05,2.363562e+00,2.430824e+00,5.249940e+00,3.209340e+00,1.283270e-01,3.629090e-02,6.547970e-01
1.100000e-02,1.291623e-05,3.008160e-05,2.342708e+00,2.463295e+00,5.328670e+00,3.161510e+00,1.406920e-01,4.008870e-02,6.567210e-01
1.200000e-02,1.578618e-05,3.693280e-05,2.372554e+00,2.441299e+00,3.755950e+00,2.958470e+00,1.557400e-01,3.709240e-02,6.843720e-01
1.300000e-02,1.901907e-05,4.362560e-05,2.337013e+00,2.397168e+00,3.475130e+00,2.894450e+00,1.549040e-01,4.818700e-02,6.605800e-01
1.400000e-02,2.291944e-05,5.036640e-05,2.410774e+00,2.508084e+00,1.477610e+00,2.548580e+00,1.560540e-01,7.231940e-02,6.597640e-01
1.500000e-02,2.619661e-05,5.571680e-05,2.388597e+00,2.465102e+00,1.313740e+00,2.440230e+00,1.577170e-01,8.290130e-02,6.851970e-01
1.600000e-02,3.094576e-05,6.559040e-05,2.397599e+00,2.525576e+00,1.447070e+00,2.505990e+00,1.562790e-01,8.079050e-02,6.662460e-01
1.700000e-02,3.288620e-05,7.297600e-05,2.329578e+00,2.510421e+00,1.137990e+00,2.396710e+00,1.454380e-01,9.659590e-02,6.501750e-01
1.800000e-02,3.740050e-05,7.600480e-05,2.334928e+00,2.573736e+00,1.288430e+00,2.445100e+00,1.581240e-01,8.111650e-02,6.459160e-01
1.900000e-02,4.493036e-05,8.712000e-05,2.430092e+00,2.642260e+00,8.985010e-01,2.265190e+00,1.526700e-01,1.123100e-01,6.958590e-01
2.000000e-02,4.708249e-05,9.360960e-05,2.358650e+00,2.637181e+00,9.060470e-01,2.268520e+00,1.646230e-01,1.221940e-01,6.766320e-01
2.100000e-02,6.116619e-05,1.177568e-04,2.453080e+00,2.648096e+00,1.015820e+00,2.332310e+00,1.535220e-01,8.349280e-02,6.838910e-01
2.200000e-02,6.798914e-05,1.227344e-04,2.507372e+00,2.679633e+00,7.540570e-01,2.223010e+00,1.461870e-01,1.014920e-01,6.999710e-01
2.300000e-02,6.291544e-05,1.191704e-04,2.370421e+00,2.714373e+00,7.124990e-01,2.175300e+00,1.522680e-01,9.495730e-02,6.655450e-01
