# Table of coefficients for aggregates of plate monomer crystals with normalized rime mass M = 0.0129 generated with the aggregation code of Jussi Leinonen available at https://github.com/jleinonen/aggregation 
# generated for Maherndl et al. (2023): "A riming-dependent parameterization of scattering by snowflakes using the self-similar Rayleigh–Gans approximation" 
# created by Nina Maherndl (email:nina.maherndl@uni-leipzig.de) on 2023-03-28 14:12:06 
# The following velocity fits were calculated with a power law fit from Heymsfield&Westbrook, 2010 (https://doi.org/10.1175/2010JAS3379.1) relation 
# am=0.219,bm=2.37,av=37.03861316416059,bv=0.5992950299909268,aa=0.0597,ba=1.78,monomer_alpha=1.0
,Diam_max,Dmax,area,mass,vel_HW,vel_Bohm,kappa,gamma,beta,zeta,alpha_eff,number
1,3.000000e-04,3.753521e-04,5.100000e-08,2.310840e-09,3.246175e-01,4.010207e-01,1.070352e-01,3.604629e+00,4.800608e+00,3.726142e-02,7.125946e-01,5.600000e+01
2,5.000000e-04,5.385707e-04,9.160000e-08,4.489632e-09,3.788224e-01,4.757124e-01,1.263819e-01,3.256628e+00,5.014291e+00,4.380859e-02,6.285929e-01,5.580000e+02
3,7.000000e-04,7.218074e-04,1.584000e-07,8.971928e-09,4.825522e-01,5.879244e-01,1.512563e-01,3.085579e+00,4.297325e+00,5.146464e-02,6.407210e-01,1.495000e+03
4,9.000000e-04,9.033988e-04,2.332000e-07,1.418782e-08,5.472411e-01,6.698434e-01,1.678392e-01,2.812787e+00,2.360402e+00,6.475834e-02,6.027669e-01,2.873000e+03
5,1.100000e-03,1.102236e-03,3.292000e-07,2.153850e-08,6.131981e-01,7.460707e-01,1.844221e-01,2.885539e+00,2.924982e+00,4.488080e-02,5.812466e-01,3.602000e+03
6,1.300000e-03,1.283107e-03,4.064000e-07,2.921195e-08,6.647554e-01,8.295283e-01,2.231156e-01,2.726022e+00,1.924245e+00,7.875174e-02,5.388549e-01,2.648000e+03
7,1.500000e-03,1.473864e-03,4.912000e-07,3.497805e-08,6.762208e-01,8.536771e-01,2.203518e-01,2.536620e+00,1.421526e+00,9.780680e-02,5.142271e-01,1.893000e+03
8,1.700000e-03,1.706881e-03,4.808000e-07,4.196192e-08,7.249497e-01,9.831406e-01,2.452261e-01,2.825210e+00,1.745587e+00,3.711943e-02,4.119460e-01,5.290000e+02
9,1.900000e-03,1.957483e-03,7.424000e-07,6.173244e-08,7.744697e-01,9.945735e-01,1.899497e-01,2.693627e+00,1.159234e+00,2.404637e-02,4.845344e-01,2.080000e+02
11,2.300000e-03,2.315803e-03,1.364800e-06,1.536232e-07,1.043439e+00,1.164654e+00,2.479899e-01,2.549548e+00,3.475216e+00,4.486176e-02,6.409599e-01,3.700000e+01
12,2.500000e-03,2.523486e-03,1.569200e-06,1.856375e-07,1.088958e+00,1.243146e+00,1.899497e-01,2.423797e+00,1.390904e+00,7.706076e-02,6.532930e-01,6.800000e+01
13,2.700000e-03,2.676052e-03,1.742400e-06,2.047844e-07,1.095767e+00,1.234075e+00,1.844221e-01,2.351045e+00,9.551514e-01,8.102535e-02,6.046394e-01,6.300000e+01
14,2.900000e-03,2.852969e-03,2.024600e-06,2.330390e-07,1.128007e+00,1.289843e+00,1.706030e-01,2.205285e+00,7.390739e-01,8.934801e-02,6.097924e-01,5.600000e+01
15,3.100000e-03,3.126281e-03,2.497200e-06,3.336486e-07,1.216839e+00,1.368991e+00,2.092965e-01,2.408951e+00,1.167904e+00,7.597587e-02,6.235916e-01,5.500000e+01
16,3.300000e-03,3.296215e-03,2.850800e-06,3.674309e-07,1.269573e+00,1.402960e+00,1.954774e-01,2.503862e+00,1.581109e+00,3.880630e-02,6.184448e-01,7.700000e+01
17,3.500000e-03,3.510086e-03,3.194400e-06,4.419720e-07,1.306919e+00,1.444530e+00,1.816583e-01,2.457410e+00,1.341334e+00,8.557704e-02,6.214224e-01,4.900000e+01
18,3.700000e-03,3.759759e-03,3.466800e-06,4.824740e-07,1.307683e+00,1.451479e+00,1.927136e-01,2.385088e+00,1.418605e+00,7.783735e-02,6.382745e-01,5.200000e+01
19,3.900000e-03,3.896244e-03,3.443200e-06,5.174888e-07,1.337175e+00,1.522500e+00,2.535176e-01,2.646586e+00,1.898558e+00,4.585262e-02,5.764005e-01,6.400000e+01
20,4.100000e-03,4.113532e-03,3.344000e-06,5.533765e-07,1.352838e+00,1.583636e+00,2.535176e-01,2.452171e+00,9.972470e-01,6.100592e-02,5.141830e-01,5.700000e+01
21,4.300000e-03,4.270061e-03,3.947600e-06,6.226137e-07,1.385679e+00,1.599111e+00,2.562814e-01,2.374013e+00,7.763093e-01,6.846066e-02,4.820945e-01,5.400000e+01
22,4.500000e-03,4.530931e-03,3.873400e-06,6.849660e-07,1.440739e+00,1.709664e+00,2.811558e-01,2.562806e+00,1.480042e+00,7.617228e-02,4.966882e-01,4.000000e+01
33,6.700000e-03,6.690445e-03,1.171480e-05,2.498788e-06,1.866367e+00,1.959084e+00,2.175879e-01,1.993389e+00,5.592543e-01,9.610211e-02,6.318704e-01,3.400000e+01
36,7.300000e-03,7.283885e-03,1.261000e-05,3.154920e-06,1.965752e+00,2.047385e+00,1.733668e-01,1.912863e+00,5.784168e-01,9.150532e-02,6.886711e-01,3.600000e+01
44,8.900000e-03,8.934136e-03,1.763040e-05,4.909343e-06,2.130948e+00,2.172788e+00,9.874372e-02,2.003722e+00,6.862449e-01,2.852830e-01,5.571952e-01,4.000000e+01
