# Table of coefficients for aggregates of needle monomer crystals with normalized rime mass M = 0.3245 generated with the aggregation code of Jussi Leinonen available at https://github.com/jleinonen/aggregation 
# generated for Maherndl et al. (2023): "A riming-dependent parameterization of scattering by snowflakes using the self-similar Rayleigh–Gans approximation" 
# created by Nina Maherndl (email:nina.maherndl@uni-leipzig.de) on 2023-03-28 14:12:06 
# The following velocity fits were calculated with a power law fit from Heymsfield&Westbrook, 2010 (https://doi.org/10.1175/2010JAS3379.1) relation 
# am=78.0,bm=2.93,av=282.3516349159815,bv=0.7238694279827887,aa=0.375,ba=1.99,monomer_alpha=1.0
,Diam_max,Dmax,area,mass,vel_HW,vel_Bohm,kappa,gamma,beta,zeta,alpha_eff,number
1,3.000000e-04,3.612850e-04,6.060000e-08,7.596428e-09,7.468834e-01,8.093976e-01,3.517588e-02,3.425918e+00,3.914829e+00,8.082579e-02,8.984163e-01,4.000000e+01
2,5.000000e-04,5.394728e-04,1.220000e-07,2.158985e-08,1.069361e+00,1.134952e+00,1.429648e-01,3.227842e+00,2.090582e+00,1.140845e-01,8.054328e-01,1.066000e+03
3,7.000000e-04,7.277287e-04,2.228000e-07,5.129331e-08,1.414551e+00,1.460310e+00,2.120603e-01,2.958752e+00,8.561929e-01,1.062693e-01,7.626526e-01,5.095000e+03
4,9.000000e-04,9.074775e-04,3.360000e-07,9.540468e-08,1.720080e+00,1.752704e+00,2.341709e-01,3.010488e+00,9.310521e-01,1.024680e-01,7.344363e-01,9.483000e+03
5,1.100000e-03,1.076091e-03,4.706000e-07,1.548483e-07,1.967458e+00,1.992871e+00,2.452261e-01,3.076446e+00,9.005555e-01,1.059777e-01,7.100320e-01,5.694000e+03
6,1.300000e-03,1.305668e-03,6.800000e-07,2.776676e-07,2.346845e+00,2.337457e+00,2.424623e-01,3.184399e+00,1.106512e+00,8.312197e-02,7.180701e-01,3.043000e+03
7,1.500000e-03,1.492343e-03,8.960000e-07,4.229644e-07,2.632359e+00,2.598564e+00,2.424623e-01,3.278882e+00,1.178478e+00,7.079791e-02,7.110818e-01,2.825000e+03
8,1.700000e-03,1.700134e-03,1.145200e-06,6.131722e-07,2.891013e+00,2.834727e+00,2.479899e-01,3.548685e+00,1.924282e+00,4.940907e-02,6.850681e-01,1.887000e+03
9,1.900000e-03,1.903999e-03,1.433200e-06,8.559645e-07,3.134443e+00,3.049388e+00,2.701005e-01,3.692541e+00,2.448582e+00,3.770959e-02,6.751724e-01,1.942000e+03
10,2.100000e-03,2.096556e-03,1.761600e-06,1.166589e-06,3.385848e+00,3.267185e+00,2.535176e-01,3.662168e+00,2.206600e+00,4.443845e-02,6.761204e-01,1.690000e+03
11,2.300000e-03,2.301500e-03,2.131200e-06,1.515596e-06,3.570827e+00,3.416659e+00,2.314070e-01,3.806798e+00,3.420488e+00,3.379247e-02,7.021130e-01,1.231000e+03
