# Table of coefficients for aggregates of rosette monomer crystals with normalized rime mass M = 0.0129 generated with the aggregation code of Jussi Leinonen available at https://github.com/jleinonen/aggregation 
# generated for Maherndl et al. (2023): "A riming-dependent parameterization of scattering by snowflakes using the self-similar Rayleigh–Gans approximation" 
# created by Nina Maherndl (email:nina.maherndl@uni-leipzig.de) on 2023-03-28 14:12:06 
# The following velocity fits were calculated with a power law fit from Heymsfield&Westbrook, 2010 (https://doi.org/10.1175/2010JAS3379.1) relation 
# am=0.277,bm=2.4,av=31.55973671822553,bv=0.5699396611962804,aa=0.0748,ba=1.83,monomer_alpha=1.0
,Diam_max,Dmax,area,mass,vel_HW,vel_Bohm,kappa,gamma,beta,zeta,alpha_eff,number
1,3.000000e-04,3.715124e-04,4.060000e-08,1.929368e-09,2.971093e-01,3.762273e-01,1.208543e-01,3.791787e+00,1.443677e+01,1.532691e-02,7.113398e-01,4.000000e+01
2,5.000000e-04,5.400782e-04,8.240000e-08,4.416272e-09,3.965320e-01,5.054668e-01,1.899497e-01,3.479582e+00,6.604996e+00,2.244908e-02,6.806319e-01,4.950000e+02
3,7.000000e-04,7.179915e-04,1.432000e-07,8.894900e-09,5.044796e-01,6.280136e-01,2.010050e-01,3.214289e+00,4.748038e+00,2.674165e-02,6.518480e-01,1.338000e+03
4,9.000000e-04,9.065102e-04,2.144000e-07,1.524421e-08,5.888108e-01,7.300248e-01,2.092965e-01,3.165723e+00,4.301783e+00,2.776388e-02,6.251284e-01,2.928000e+03
5,1.100000e-03,1.100940e-03,3.052000e-07,2.332114e-08,6.576310e-01,8.124774e-01,2.065327e-01,3.034726e+00,3.867527e+00,3.162102e-02,6.137225e-01,4.692000e+03
6,1.300000e-03,1.299238e-03,3.948000e-07,3.233709e-08,7.150570e-01,8.932346e-01,2.092965e-01,2.902145e+00,2.902039e+00,4.118383e-02,5.979991e-01,5.131000e+03
7,1.500000e-03,1.469146e-03,4.972000e-07,4.463222e-08,7.793509e-01,9.653543e-01,1.982412e-01,2.706363e+00,1.754510e+00,5.941546e-02,5.687562e-01,3.715000e+03
8,1.700000e-03,1.674522e-03,5.684000e-07,5.429374e-08,8.112274e-01,1.036522e+00,2.535176e-01,2.962916e+00,3.041955e+00,4.236739e-02,5.090598e-01,2.964000e+03
9,1.900000e-03,1.863949e-03,6.212000e-07,6.203322e-08,8.287551e-01,1.083457e+00,2.894472e-01,2.630090e+00,1.029568e+00,4.154577e-02,4.675070e-01,4.570000e+02
10,2.100000e-03,2.124848e-03,1.014400e-06,1.075311e-07,9.604479e-01,1.141440e+00,1.650754e-01,2.440943e+00,1.172651e+00,1.022427e-01,6.010964e-01,3.300000e+01
12,2.500000e-03,2.509409e-03,1.491600e-06,1.738889e-07,1.061109e+00,1.242845e+00,2.010050e-01,2.543520e+00,1.987008e+00,6.497987e-02,6.335496e-01,5.200000e+01
13,2.700000e-03,2.677792e-03,1.557000e-06,1.894815e-07,1.086981e+00,1.298712e+00,2.286432e-01,2.678827e+00,2.387911e+00,5.007010e-02,5.597277e-01,7.400000e+01
14,2.900000e-03,2.885276e-03,1.885600e-06,2.445529e-07,1.152331e+00,1.352780e+00,1.899497e-01,2.456153e+00,1.606074e+00,7.571757e-02,6.179141e-01,6.900000e+01
15,3.100000e-03,3.069018e-03,2.236000e-06,2.810055e-07,1.180680e+00,1.360459e+00,2.120603e-01,2.266918e+00,1.091010e+00,8.123315e-02,6.108503e-01,5.100000e+01
16,3.300000e-03,3.273360e-03,2.321800e-06,3.310553e-07,1.228939e+00,1.432072e+00,2.479899e-01,2.312309e+00,9.219901e-01,8.787394e-02,5.824031e-01,5.200000e+01
17,3.500000e-03,3.522448e-03,3.010000e-06,4.170076e-07,1.306712e+00,1.466198e+00,1.816583e-01,2.540852e+00,2.434706e+00,6.898120e-02,6.320054e-01,7.100000e+01
18,3.700000e-03,3.700228e-03,3.044800e-06,4.459041e-07,1.299677e+00,1.499454e+00,2.203518e-01,2.275453e+00,9.493801e-01,7.904497e-02,5.846013e-01,8.700000e+01
19,3.900000e-03,3.866997e-03,3.253400e-06,4.873708e-07,1.344102e+00,1.566392e+00,1.733668e-01,2.351372e+00,8.817203e-01,5.520049e-02,5.485147e-01,5.600000e+01
20,4.100000e-03,4.113627e-03,3.808400e-06,5.910689e-07,1.378225e+00,1.580721e+00,2.065327e-01,2.056929e+00,4.584681e-01,1.276641e-01,5.643905e-01,7.700000e+01
21,4.300000e-03,4.288724e-03,4.098800e-06,6.872291e-07,1.422287e+00,1.598622e+00,1.761307e-01,2.444800e+00,1.155261e+00,9.083005e-02,6.006581e-01,7.100000e+01
22,4.500000e-03,4.461459e-03,4.712000e-06,7.445343e-07,1.441543e+00,1.627785e+00,2.231156e-01,2.444418e+00,9.929726e-01,7.380447e-02,5.896706e-01,5.600000e+01
