# Table of coefficients for aggregates of column monomer crystals with normalized rime mass M = 0.8155 generated with the aggregation code of Jussi Leinonen available at https://github.com/jleinonen/aggregation 
# generated for Maherndl et al. (2023): "A riming-dependent parameterization of scattering by snowflakes using the self-similar Rayleigh–Gans approximation" 
# created by Nina Maherndl (email:nina.maherndl@uni-leipzig.de) on 2023-03-28 14:12:06 
# The following velocity fits were calculated with a power law fit from Heymsfield&Westbrook, 2010 (https://doi.org/10.1175/2010JAS3379.1) relation 
# am=166.0,bm=2.92,av=411.86507907447333,bv=0.7164833250454733,aa=0.485,ba=1.99,monomer_alpha=1.0
,Diam_max,Dmax,area,mass,vel_HW,vel_Bohm,kappa,gamma,beta,zeta,alpha_eff,number
2,5.000000e-04,5.319562e-04,1.558000e-07,4.843961e-08,1.706150e+00,1.632284e+00,7.110553e-02,3.447756e+00,2.356031e+00,5.485558e-02,8.964346e-01,6.600000e+01
3,7.000000e-04,7.289011e-04,2.756000e-07,1.116979e-07,2.168447e+00,2.058583e+00,1.512563e-01,2.856525e+00,5.182406e-01,8.995103e-02,9.072783e-01,4.170000e+02
4,9.000000e-04,9.362401e-04,4.500000e-07,2.313261e-07,2.688839e+00,2.505940e+00,1.402010e-01,2.752825e+00,3.976501e-01,1.685870e-01,8.631238e-01,1.290000e+03
5,1.100000e-03,1.115932e-03,6.480000e-07,3.971490e-07,3.119056e+00,2.870528e+00,1.512563e-01,2.846082e+00,4.623006e-01,1.491471e-01,8.529249e-01,3.511000e+03
6,1.300000e-03,1.307586e-03,8.992000e-07,6.539714e-07,3.580151e+00,3.257056e+00,1.816583e-01,3.080842e+00,5.191819e-01,1.056024e-01,8.527711e-01,6.080000e+03
7,1.500000e-03,1.504704e-03,1.188800e-06,9.852431e-07,3.955626e+00,3.567205e+00,1.982412e-01,3.297629e+00,7.053970e-01,7.580687e-02,8.574384e-01,7.940000e+03
8,1.700000e-03,1.687377e-03,1.495800e-06,1.365505e-06,4.252289e+00,3.812878e+00,2.120603e-01,3.469281e+00,8.602887e-01,6.164227e-02,8.565560e-01,6.788000e+03
9,1.900000e-03,1.878445e-03,1.834800e-06,1.798897e-06,4.477893e+00,4.010232e+00,2.175879e-01,3.565131e+00,1.011702e+00,5.418008e-02,8.418298e-01,3.857000e+03
10,2.100000e-03,2.062582e-03,2.187600e-06,2.239695e-06,4.640666e+00,4.140711e+00,2.286432e-01,3.776767e+00,1.612268e+00,3.583341e-02,8.332970e-01,1.213000e+03
11,2.300000e-03,2.256732e-03,2.725800e-06,3.022813e-06,4.945113e+00,4.348552e+00,2.037688e-01,3.903196e+00,2.388221e+00,3.733437e-02,8.610593e-01,3.520000e+02
12,2.500000e-03,2.543794e-03,3.350800e-06,4.011339e-06,5.189152e+00,4.501468e+00,2.120603e-01,4.114130e+00,5.394966e+00,8.466603e-03,8.995680e-01,6.200000e+01
