# Table of coefficients for aggregates of mixed monomer crystals with normalized rime mass M = 0.0816 generated with the aggregation code of Jussi Leinonen available at https://github.com/jleinonen/aggregation 
# generated for Maherndl et al. (2023): "A riming-dependent parameterization of scattering by snowflakes using the self-similar Rayleigh–Gans approximation" 
# created by Nina Maherndl (email:nina.maherndl@uni-leipzig.de) on 2023-03-28 14:12:07 
# The following velocity fits were calculated with a power law fit from Heymsfield&Westbrook, 2010 (https://doi.org/10.1175/2010JAS3379.1) relation 
# am=10.1,bm=2.77,av=114.1428528591866,bv=0.6785080207055249,aa=0.183,ba=1.92,monomer_alpha=1.0
,Diam_max,Dmax,area,mass,vel_HW,vel_Bohm,kappa,gamma,beta,zeta,alpha_eff,number
1,3.000000e-04,3.762385e-04,5.040000e-08,3.506608e-09,4.345811e-01,5.237298e-01,1.346734e-01,3.643335e+00,5.279720e+00,5.143010e-02,7.419958e-01,9.760000e+02
2,5.000000e-04,5.329991e-04,9.560000e-08,8.671152e-09,6.083318e-01,7.186027e-01,1.871859e-01,3.314508e+00,3.298001e+00,5.410921e-02,6.840768e-01,1.184500e+04
3,7.000000e-04,7.193124e-04,1.704000e-07,1.863344e-08,7.868954e-01,9.091581e-01,2.148241e-01,3.182418e+00,3.141843e+00,5.442399e-02,6.639185e-01,3.033500e+04
4,9.000000e-04,8.970039e-04,2.680000e-07,3.436182e-08,9.474029e-01,1.068396e+00,2.092965e-01,3.149482e+00,2.992780e+00,5.496358e-02,6.642775e-01,4.462600e+04
5,1.100000e-03,1.089819e-03,3.808000e-07,5.605438e-08,1.101758e+00,1.243878e+00,2.203518e-01,3.103510e+00,2.852430e+00,5.136291e-02,6.400140e-01,3.181300e+04
6,1.300000e-03,1.291204e-03,4.940000e-07,8.886097e-08,1.281089e+00,1.447839e+00,2.424623e-01,3.021224e+00,2.040451e+00,5.918986e-02,6.040566e-01,2.041300e+04
7,1.500000e-03,1.483399e-03,6.144000e-07,1.262232e-07,1.415348e+00,1.600956e+00,2.535176e-01,3.090444e+00,2.409537e+00,4.889715e-02,5.777355e-01,1.087900e+04
8,1.700000e-03,1.692952e-03,7.600000e-07,1.812982e-07,1.569323e+00,1.771106e+00,2.479899e-01,3.268760e+00,3.099060e+00,4.552439e-02,5.524638e-01,6.530000e+03
9,1.900000e-03,1.876956e-03,9.584000e-07,2.452205e-07,1.681101e+00,1.870095e+00,2.507538e-01,3.261160e+00,3.037033e+00,3.949206e-02,5.543965e-01,2.370000e+03
10,2.100000e-03,2.085124e-03,1.257600e-06,3.283043e-07,1.785218e+00,1.942899e+00,2.092965e-01,3.171670e+00,3.768146e+00,3.897896e-02,6.099308e-01,1.220000e+03
11,2.300000e-03,2.287016e-03,1.545800e-06,4.339207e-07,1.903715e+00,2.037706e+00,2.010050e-01,3.192951e+00,4.347791e+00,3.954874e-02,6.229448e-01,1.438000e+03
12,2.500000e-03,2.509064e-03,1.961600e-06,5.741594e-07,2.025406e+00,2.144552e+00,1.899497e-01,3.256551e+00,5.626773e+00,3.398987e-02,6.597929e-01,1.355000e+03
13,2.700000e-03,2.699150e-03,2.196400e-06,7.082908e-07,2.137525e+00,2.258907e+00,2.175879e-01,3.252053e+00,4.461657e+00,3.671985e-02,6.324919e-01,1.809000e+03
14,2.900000e-03,2.892276e-03,2.450400e-06,8.626036e-07,2.253813e+00,2.385605e+00,2.010050e-01,3.258813e+00,4.616904e+00,3.664404e-02,6.209992e-01,1.605000e+03
15,3.100000e-03,3.094464e-03,2.913200e-06,1.035117e-06,2.322093e+00,2.423611e+00,1.871859e-01,3.209643e+00,4.416702e+00,3.936163e-02,6.368352e-01,1.472000e+03
16,3.300000e-03,3.298394e-03,3.227000e-06,1.267118e-06,2.459206e+00,2.564288e+00,2.065327e-01,3.105925e+00,3.362086e+00,3.749246e-02,6.195280e-01,1.702000e+03
17,3.500000e-03,3.496295e-03,3.780000e-06,1.505670e-06,2.544725e+00,2.614910e+00,1.982412e-01,3.081754e+00,3.187245e+00,2.951902e-02,6.386900e-01,1.412000e+03
