# Table of coefficients for aggregates of mixed monomer crystals with normalized rime mass M = 0.3245 generated with the aggregation code of Jussi Leinonen available at https://github.com/jleinonen/aggregation 
# generated for Maherndl et al. (2023): "A riming-dependent parameterization of scattering by snowflakes using the self-similar Rayleigh–Gans approximation" 
# created by Nina Maherndl (email:nina.maherndl@uni-leipzig.de) on 2023-03-28 14:12:07 
# The following velocity fits were calculated with a power law fit from Heymsfield&Westbrook, 2010 (https://doi.org/10.1175/2010JAS3379.1) relation 
# am=79.0,bm=2.93,av=260.5619120639035,bv=0.7126483271384652,aa=0.356,ba=1.97,monomer_alpha=1.0
,Diam_max,Dmax,area,mass,vel_HW,vel_Bohm,kappa,gamma,beta,zeta,alpha_eff,number
1,3.000000e-04,3.674804e-04,6.400000e-08,8.164968e-09,7.497347e-01,8.001777e-01,1.306533e-02,3.576825e+00,3.127823e+00,8.703352e-02,8.268517e-01,3.810000e+02
2,5.000000e-04,5.333960e-04,1.252000e-07,2.172190e-08,1.068872e+00,1.117531e+00,1.623116e-01,3.170092e+00,1.580082e+00,8.714375e-02,8.056853e-01,9.734000e+03
3,7.000000e-04,7.168559e-04,2.204000e-07,4.942997e-08,1.396684e+00,1.430984e+00,2.120603e-01,3.003362e+00,9.595668e-01,9.695121e-02,7.612672e-01,2.948600e+04
4,9.000000e-04,9.093998e-04,3.500000e-07,9.680586e-08,1.713195e+00,1.726087e+00,2.258794e-01,2.950455e+00,7.951737e-01,1.144196e-01,7.452179e-01,4.874700e+04
5,1.100000e-03,1.089645e-03,5.036000e-07,1.615681e-07,1.967197e+00,1.956886e+00,2.231156e-01,3.014326e+00,8.890199e-01,1.034915e-01,7.336108e-01,4.613100e+04
6,1.300000e-03,1.275403e-03,6.900000e-07,2.487858e-07,2.189493e+00,2.163932e+00,2.258794e-01,3.131373e+00,1.153564e+00,8.645037e-02,7.248713e-01,2.769800e+04
7,1.500000e-03,1.489829e-03,9.156000e-07,4.120558e-07,2.578613e+00,2.531345e+00,2.314070e-01,3.246500e+00,1.193701e+00,7.972985e-02,7.106206e-01,1.194400e+04
8,1.700000e-03,1.689981e-03,1.172000e-06,6.124056e-07,2.874526e+00,2.798307e+00,2.452261e-01,3.432349e+00,1.623319e+00,5.459384e-02,6.991918e-01,8.438000e+03
9,1.900000e-03,1.892640e-03,1.462400e-06,8.528063e-07,3.111796e+00,3.012209e+00,2.396985e-01,3.545751e+00,2.040565e+00,5.331275e-02,6.946885e-01,6.574000e+03
10,2.100000e-03,2.094808e-03,1.794000e-06,1.162661e-06,3.370772e+00,3.227888e+00,2.341709e-01,3.674525e+00,2.531357e+00,3.981099e-02,6.942179e-01,5.564000e+03
11,2.300000e-03,2.303262e-03,2.176800e-06,1.520056e-06,3.561027e+00,3.392348e+00,2.314070e-01,3.757428e+00,3.321317e+00,3.271664e-02,7.075468e-01,4.449000e+03
12,2.500000e-03,2.506809e-03,2.626000e-06,1.934518e-06,3.739169e+00,3.533361e+00,2.175879e-01,3.808447e+00,3.971910e+00,2.803086e-02,7.145306e-01,4.353000e+03
13,2.700000e-03,2.698918e-03,3.088600e-06,2.447858e-06,3.954639e+00,3.697949e+00,2.148241e-01,3.853093e+00,5.456360e+00,2.472985e-02,7.368839e-01,4.724000e+03
