# Table of coefficients for rimed dendritic aggregates (riming Mode A) from Leinonen and Szymer 2015 
# author: Leonie von Terzi, email:lterzi@uni-koeln.de
# Particles generated with monomers from an inverse exponential PSD, size parameter:650e-6, min_size:0.0001, max_size:0.003, grid_res:4e-5, riming_mode:simultaneous
# am=0.14147822,bm=2.05436849,av=3.60817764,bv=0.10243224,aa=0.08702,ba=1.75304743,monomer_alpha=0.300
Diam_max,mass,area,vel_Bohm,vel_KC,beta,gamma,kappa,zeta,alpha_eff
2.000000e-03,1.906156e-07,8.254877e-07,1.541307e+00,1.560506e+00,2.834050e-01,2.739850e+00,2.091740e-01,1.783780e-01,7.330550e-01
3.000000e-03,6.816217e-07,2.518258e-06,1.980459e+00,2.012700e+00,2.536250e+00,3.555510e+00,1.929040e-01,5.754790e-02,6.914480e-01
4.000000e-03,1.388756e-06,4.527733e-06,2.173683e+00,2.246600e+00,5.969370e+00,3.811410e+00,1.604640e-01,4.262020e-02,6.889990e-01
5.000000e-03,2.233287e-06,6.486178e-06,2.257670e+00,2.426324e+00,1.200480e+01,3.879300e+00,1.612330e-01,2.368430e-02,6.866920e-01
6.000000e-03,3.374824e-06,9.669635e-06,2.325739e+00,2.449746e+00,1.116830e+01,3.830930e+00,1.234460e-01,2.177800e-02,6.644820e-01
7.000000e-03,4.448076e-06,1.235262e-05,2.322048e+00,2.467500e+00,1.290820e+01,3.782380e+00,1.540490e-01,2.404610e-02,6.567170e-01
8.000000e-03,5.955041e-06,1.610903e-05,2.339183e+00,2.444509e+00,9.493790e+00,3.572600e+00,1.474990e-01,2.508450e-02,6.520410e-01
9.000000e-03,7.791502e-06,2.009351e-05,2.374433e+00,2.449643e+00,6.831200e+00,3.381770e+00,1.849060e-01,3.275000e-02,6.484950e-01
1.000000e-02,9.653675e-06,2.381342e-05,2.369350e+00,2.450172e+00,5.249940e+00,3.209340e+00,1.283270e-01,3.629090e-02,6.547970e-01
1.100000e-02,1.203997e-05,2.885428e-05,2.367656e+00,2.440559e+00,5.328670e+00,3.161510e+00,1.406920e-01,4.008870e-02,6.567210e-01
1.200000e-02,1.417541e-05,3.337157e-05,2.345811e+00,2.439862e+00,3.755950e+00,2.958470e+00,1.557400e-01,3.709240e-02,6.843720e-01
1.300000e-02,1.768784e-05,4.071341e-05,2.393691e+00,2.449958e+00,3.475130e+00,2.894450e+00,1.549040e-01,4.818700e-02,6.605800e-01
1.400000e-02,2.009296e-05,4.598981e-05,2.333027e+00,2.446707e+00,1.477610e+00,2.548580e+00,1.560540e-01,7.231940e-02,6.597640e-01
1.500000e-02,2.469932e-05,5.302049e-05,2.381787e+00,2.512222e+00,1.313740e+00,2.440230e+00,1.577170e-01,8.290130e-02,6.851970e-01
1.600000e-02,2.915044e-05,6.369797e-05,2.377215e+00,2.488762e+00,1.447070e+00,2.505990e+00,1.562790e-01,8.079050e-02,6.662460e-01
1.700000e-02,3.296708e-05,6.795488e-05,2.383054e+00,2.553818e+00,1.137990e+00,2.396710e+00,1.454380e-01,9.659590e-02,6.501750e-01
1.800000e-02,3.558189e-05,7.325129e-05,2.333157e+00,2.554647e+00,1.288430e+00,2.445100e+00,1.581240e-01,8.111650e-02,6.459160e-01
1.900000e-02,4.392364e-05,8.620498e-05,2.419412e+00,2.621094e+00,8.985010e-01,2.265190e+00,1.526700e-01,1.123100e-01,6.958590e-01
2.000000e-02,4.815014e-05,9.342209e-05,2.403814e+00,2.634191e+00,9.060470e-01,2.268520e+00,1.646230e-01,1.221940e-01,6.766320e-01
2.100000e-02,5.330787e-05,1.036764e-04,2.400501e+00,2.628137e+00,1.015820e+00,2.332310e+00,1.535220e-01,8.349280e-02,6.838910e-01
2.200000e-02,6.496922e-05,1.231783e-04,2.508879e+00,2.679732e+00,7.540570e-01,2.223010e+00,1.461870e-01,1.014920e-01,6.999710e-01
2.300000e-02,6.306521e-05,1.196820e-04,2.403569e+00,2.687486e+00,7.124990e-01,2.175300e+00,1.522680e-01,9.495730e-02,6.655450e-01
